,Location,Province,Railway,Protection,Trains Daily,Count,Train Max Speed (mph),Road Max Speed (km/h),Vehicles Daily,Protection_en,Province_en,Railway_en
0,10997,SK,LCR,Passive,0.01,0.0,10.0,50.0,2.0,3,9,43
1,11138,SK,CN,Passive,4.06,0.0,30.0,50.0,50.0,3,9,18
2,11167,SK,STRCO,Passive,2.0,0.0,10.0,80.0,2.0,3,9,65
3,11176,SK,GWR,Passive,1.0,0.0,35.0,50.0,10.0,3,9,33
4,11178,SK,GWR,Passive,1.0,0.0,35.0,50.0,25.0,3,9,33
5,11213,SK,GWR,Passive,1.0,0.0,35.0,50.0,15.0,3,9,33
6,11241,SK,SSR,Passive,0.19,0.0,30.0,20.0,30.0,3,9,64
7,11273,SK,Westcan,Passive,2.0,0.0,20.0,50.0,10.0,3,9,76
8,11423,SK,CN,Passive,1.1,0.0,25.0,80.0,1.0,3,9,18
9,11498,SK,STRCO,Passive,3.0,0.0,30.0,50.0,50.0,3,9,65
10,11501,SK,STRCO,Passive,3.0,0.0,30.0,50.0,50.0,3,9,65
11,11518,SK,CP,Passive,22.0,0.0,60.0,80.0,30.0,3,9,19
12,11552,SK,GWR,Passive,1.0,0.0,30.0,20.0,10.0,3,9,33
13,11627,SK,CN,Passive,1.2,0.0,25.0,50.0,25.0,3,9,18
14,11659,SK,CN,Passive,1.2,0.0,25.0,50.0,20.0,3,9,18
15,11699,SK,CN,Passive,1.2,0.0,25.0,20.0,5.0,3,9,18
16,11839,SK,CN,Passive,4.06,0.0,40.0,80.0,50.0,3,9,18
17,11849,SK,CN,Passive,1.1,0.0,25.0,80.0,20.0,3,9,18
18,11904,SK,Westcan,Passive,1.0,0.0,30.0,80.0,1.0,3,9,76
19,11970,SK,Westcan,Passive,2.0,0.0,35.0,50.0,30.0,3,9,76
20,11973,SK,CN,Passive,1.2,0.0,25.0,80.0,50.0,3,9,18
21,12217,SK,CN,Passive,1.2,0.0,25.0,80.0,5.0,3,9,18
22,12269,SK,CP,Passive,2.0,0.0,30.0,20.0,2.0,3,9,19
23,12304,SK,Westcan,Passive,2.0,0.0,25.0,50.0,50.0,3,9,76
24,12370,SK,SSR,Passive,0.19,0.0,30.0,80.0,20.0,3,9,64
25,12408,SK,CN,Passive,10.62,2.0,30.0,66.66666666666667,86.66666666666667,3,9,18
26,12703,SK,SSR,Passive,0.19,0.0,30.0,50.0,20.0,3,9,64
27,13002,SK,GWR,Passive,1.0,0.0,35.0,50.0,50.0,3,9,33
28,13152,SK,LCR,Passive,0.01,0.0,25.0,50.0,5.0,3,9,43
29,13193,SK,LCR,Passive,0.01,0.0,25.0,50.0,5.0,3,9,43
30,15801,SK,WRI,Passive,1.0,0.0,25.0,80.0,20.0,3,9,75
31,36898,SK,FLR,Passive,2.0,0.0,25.0,80.0,50.0,3,9,26
32,36918,SK,CN,Passive,0.33,0.0,15.0,50.0,30.0,3,9,18
33,36930,SK,FLR,Passive,2.0,0.0,25.0,80.0,50.0,3,9,26
34,37070,SK,CN,Passive,0.33,0.0,25.0,30.0,100.0,3,9,18
35,37233,SK,CP,Passive,0.07,0.0,10.0,50.0,780.0,3,9,19
36,37815,SK,CN,Passive,1.2,0.0,25.0,80.0,10.0,3,9,18
37,38014,SK,CN,Passive,1.5,0.0,40.0,80.0,30.0,3,9,18
38,38015,SK,CN,Passive,1.5,0.0,40.0,80.0,25.0,3,9,18
39,38043,SK,CN,Passive,1.5,0.0,10.0,5.0,0.0,3,9,18
40,38147,SK,GWR,Passive,1.0,0.0,35.0,50.0,20.0,3,9,33
41,38392,SK,GWR,Passive,1.0,0.0,30.0,90.0,500.0,3,9,33
42,38512,SK,GWR,Passive,1.0,0.0,35.0,50.0,10.0,3,9,33
43,38882,SK,CN,Passive,0.22,0.0,25.0,80.0,50.0,3,9,18
44,39091,SK,Westcan,Passive,2.0,0.0,25.0,50.0,10.0,3,9,76
45,39277,SK,CN,Passive,0.22,0.0,25.0,80.0,5.0,3,9,18
46,39295,SK,GWR,Passive,0.07,0.0,10.0,80.0,75.0,3,9,33
47,39335,SK,Westcan,Passive,2.0,0.0,25.0,50.0,50.0,3,9,76
48,39534,SK,BSR,Passive,0.18,0.0,30.0,80.0,15.0,3,9,10
49,39592,SK,BSR,Passive,0.22,0.0,30.0,80.0,20.0,3,9,10
50,39610,SK,Westcan,Passive,1.0,0.0,25.0,50.0,20.0,3,9,76
51,39682,SK,CN,Passive,3.7,1.0,40.0,80.0,25.0,3,9,18
52,39926,SK,BSR,Passive,0.22,0.0,30.0,80.0,60.0,3,9,10
53,39973,SK,GWR,Passive,1.0,0.0,35.0,50.0,5.0,3,9,33
54,40493,SK,Westcan,Passive,2.0,0.0,25.0,50.0,30.0,3,9,76
55,40613,SK,SSR,Passive,0.19,0.0,30.0,50.0,177.5,3,9,64
56,40709,SK,CN,Passive,0.22,0.0,25.0,80.0,2.0,3,9,18
57,41072,SK,Westcan,Passive,2.0,0.0,20.0,50.0,50.0,3,9,76
58,41286,SK,Westcan,Passive,2.0,0.0,20.0,50.0,2.0,3,9,76
59,41352,SK,Westcan,Passive,1.0,0.0,30.0,80.0,10.0,3,9,76
60,41353,SK,Westcan,Passive,1.0,0.0,30.0,80.0,50.0,3,9,76
61,41354,SK,Westcan,Passive,1.0,0.0,30.0,80.0,10.0,3,9,76
62,41360,SK,Westcan,Passive,2.0,0.0,20.0,80.0,50.0,3,9,76
63,41428,SK,LCR,Passive,0.01,0.0,25.0,50.0,10.0,3,9,43
64,41438,SK,SSR,Passive,0.19,0.0,30.0,80.0,25.0,3,9,64
65,41479,SK,STRCO,Passive,2.0,0.0,30.0,80.0,230.0,3,9,65
66,41587,SK,GWR,Passive,1.0,0.0,35.0,50.0,2.0,3,9,33
67,41621,SK,SSR,Passive,0.19,0.0,30.0,20.0,8.0,3,9,64
68,41652,SK,SSR,Passive,0.19,0.0,30.0,20.0,6.0,3,9,64
69,41717,SK,Westcan,Passive,1.0,0.0,30.0,80.0,5.0,3,9,76
70,41718,SK,Westcan,Passive,1.0,0.0,30.0,50.0,5.0,3,9,76
71,41719,SK,Westcan,Passive,2.0,0.0,30.0,80.0,75.0,3,9,76
72,41836,SK,CN,Passive,0.22,0.0,25.0,80.0,25.0,3,9,18
73,42034,SK,CN,Passive,4.0,0.0,25.0,50.0,10.0,3,9,18
74,42082,SK,Westcan,Passive,1.0,0.0,30.0,80.0,20.0,3,9,76
75,42083,SK,Westcan,Passive,1.0,0.0,30.0,80.0,25.0,3,9,76
76,42084,SK,Westcan,Passive,1.0,0.0,30.0,50.0,5.0,3,9,76
77,42318,SK,Westcan,Passive,2.0,0.0,25.0,80.0,50.0,3,9,76
78,42354,SK,CN,Passive,0.22,0.0,25.0,80.0,100.0,3,9,18
79,42419,SK,Westcan,Passive,1.0,0.0,30.0,50.0,10.0,3,9,76
80,42449,SK,Westcan,Passive,1.0,0.0,30.0,80.0,10.0,3,9,76
81,42783,SK,CN,Passive,0.22,0.0,25.0,80.0,50.0,3,9,18
82,42785,SK,Westcan,Passive,1.0,0.0,30.0,50.0,5.0,3,9,76
83,42814,SK,Westcan,Passive,1.0,0.0,30.0,50.0,10.0,3,9,76
84,42815,SK,Westcan,Passive,1.0,0.0,20.0,80.0,10.0,3,9,76
85,42933,SK,CN,Passive,0.22,0.0,25.0,50.0,10.0,3,9,18
86,42965,SK,Westcan,Passive,2.3333333333333335,0.0,5.0,30.0,300.0,3,9,76
87,43038,SK,CN,Passive,1.2,0.0,25.0,40.0,1000.0,3,9,18
88,43177,SK,Westcan,Passive,1.0,0.0,30.0,80.0,30.0,3,9,76
89,43179,SK,Westcan,Passive,1.0,0.0,30.0,80.0,10.0,3,9,76
90,43277,SK,STRCO,Passive,3.0,0.0,30.0,50.0,2.0,3,9,65
91,43304,SK,CP,Passive,0.6,0.0,25.0,80.0,1.0,3,9,19
92,43314,SK,GWR,Passive,2.0,0.0,35.0,50.0,50.0,3,9,33
93,43403,SK,CN,Passive,1.1,0.0,25.0,20.0,2.0,3,9,18
94,43507,SK,LCR,Passive,0.01,0.0,25.0,50.0,15.0,3,9,43
95,43624,SK,Westcan,Passive,1.0,0.0,30.0,40.0,10.0,3,9,76
96,43684,SK,GWR,Passive,1.0,0.0,35.0,50.0,2.0,3,9,33
97,43719,SK,GWR,Passive,1.0,0.0,35.0,50.0,70.0,3,9,33
98,43745,SK,Westcan,Passive,2.0,0.0,25.0,50.0,20.0,3,9,76
99,43779,SK,Westcan,Passive,2.0,0.0,25.0,50.0,15.0,3,9,76
100,43780,SK,SSR,Passive,0.19,0.0,30.0,80.0,5.0,3,9,64
101,43800,SK,CN,Passive,1.2,0.0,25.0,50.0,5.0,3,9,18
102,43838,SK,Westcan,Passive,1.0,0.0,25.0,80.0,10.0,3,9,76
103,44166,SK,CN,Passive,1.2,0.0,25.0,50.0,100.0,3,9,18
104,44215,SK,LMR,Passive,0.33,0.0,30.0,80.0,220.0,3,9,45
105,44369,SK,CN,Active - FLBG,27.86,0.0,60.0,20.0,1.0,2,9,18
106,44745,SK,Westcan,Passive,2.0,0.0,20.0,80.0,30.0,3,9,76
107,44807,SK,Westcan,Passive,2.0,0.0,30.0,80.0,50.0,3,9,76
108,44898,SK,Westcan,Passive,1.0,0.0,30.0,80.0,20.0,3,9,76
109,44977,SK,LMR,Passive,0.33,0.0,30.0,80.0,75.0,3,9,45
110,45012,SK,Westcan,Passive,2.0,0.0,20.0,80.0,10.0,3,9,76
111,45241,SK,Westcan,Passive,4.0,0.0,30.0,90.0,300.0,3,9,76
112,45333,SK,LCR,Passive,0.01,0.0,25.0,50.0,5.0,3,9,43
113,45382,SK,CN,Passive,27.86,0.0,60.0,80.0,20.0,3,9,18
114,45511,SK,GWR,Passive,1.0,0.0,35.0,75.0,275.0,3,9,33
115,45844,SK,STRCO,Passive,3.0,0.0,30.0,50.0,100.0,3,9,65
116,45859,SK,Westcan,Passive,3.0,0.0,25.0,50.0,50.0,3,9,76
117,45860,SK,STRCO,Passive,3.0,0.0,30.0,50.0,10.0,3,9,65
118,45866,SK,STRCO,Passive,3.0,0.0,30.0,50.0,10.0,3,9,65
119,45873,SK,GWR,Passive,1.0,0.0,35.0,50.0,50.0,3,9,33
120,46108,SK,Westcan,Passive,2.0,0.0,20.0,50.0,5.0,3,9,76
121,46145,SK,Westcan,Passive,2.0,0.0,20.0,50.0,10.0,3,9,76
122,46206,SK,Westcan,Passive,2.0,0.0,20.0,80.0,10.0,3,9,76
123,46241,SK,Westcan,Passive,2.0,0.0,25.0,50.0,50.0,3,9,76
124,46358,SK,CN,Passive,1.2,0.0,25.0,80.0,20.0,3,9,18
125,46724,SK,Westcan,Passive,1.0,0.0,20.0,80.0,30.0,3,9,76
126,46734,SK,Westcan,Passive,2.0,0.0,20.0,50.0,75.0,3,9,76
127,47250,SK,CP,Passive,0.71,0.0,30.0,50.0,2.0,3,9,19
128,47290,SK,CP,Passive,6.0,0.0,40.0,50.0,20.0,3,9,19
129,47296,SK,STRCO,Passive,2.0,0.0,10.0,50.0,50.0,3,9,65
130,548967,SK,CN,Passive,1.5,0.0,25.0,80.0,2.0,3,9,18
132,#422023 Highway 20,AB,CP,Passive,1.0,0.0,25.0,30.0,10.0,3,0,19
133,#774033 Rge Rd 54 Yard Access,AB,CN,Passive,4.0,0.0,25.0,15.0,2.0,3,0,18
134,(1-12-33-21),SK,CP,Passive,4.0,0.0,30.0,80.0,25.0,3,9,19
135,(14-35-2),SK,CP,Passive,6.0,0.0,45.0,60.0,1.0,3,9,19
136,(15-38-18),SK,CP,Passive,2.0,0.0,25.0,50.0,10.0,3,9,19
137,(2-3-5 W2M),SK,CP,Passive,2.0,0.0,30.0,50.0,50.0,3,9,19
138,(20-21-24-4),SK,CP,Passive,2.0,0.0,25.0,50.0,2.0,3,9,19
139,(21-22-32-17),SK,CP,Passive,4.0,0.0,45.0,20.0,2.0,3,9,19
140,(21-32-17),SK,CP,Passive,4.0,0.0,45.0,80.0,50.0,3,9,19
141,(35-15-30),SK,CP,Passive,2.0,0.0,30.0,40.0,50.0,3,9,19
142,(EW Div SE3-45-27-3),SK,CP,Passive,2.0,0.0,25.0,50.0,10.0,3,9,19
143,(EW In SW15-45-27-3),SK,CP,Passive,2.0,0.0,25.0,40.0,1.0,3,9,19
144,(EW N10-39-1-4),AB,CP,Passive,4.0,0.0,30.0,20.0,1.0,3,0,19
145,(EW N28-36-21-3),SK,CP,Passive,2.0,0.0,25.0,80.0,30.0,3,9,19
146,(EW N29-35-21-3),SK,CP,Passive,2.0,0.0,25.0,80.0,50.0,3,9,19
147,(EW N32-11-24-3),SK,CP,Passive,21.0,0.0,55.0,10.0,1.0,3,9,19
148,(Se19-44-14-2),SK,CP,Passive,2.0,0.0,30.0,50.0,2.0,3,9,19
149,0-16-49-3,SK,CTR,Passive,1.0,0.0,25.0,50.0,20.0,3,9,21
150,1 Ave,BC,CP,Passive,2.0,0.0,20.0,50.0,50.0,3,1,19
151,1 Ave (E. Of Winnipeg St),SK,CP,Active - FLBG,4.0,1.0,25.0,80.0,500.0,2,9,19
152,1 Ave E Mcphee St,SK,HMC,Passive,2.0,0.0,15.0,40.0,200.0,3,9,37
153,1 Ave North,SK,CP,Passive,10.0,1.0,60.0,80.0,30.0,3,9,19
154,1 Avenue,SK,CN,Active - FLBG,27.86,0.0,60.0,50.0,1800.0,2,9,18
155,1 Avenue West,SK,GSR,Passive,1.0,0.0,25.0,80.0,75.0,3,9,32
156,1 Ere Avenue,QC,CN,Active - FLB,6.0,0.0,40.0,50.0,1000.0,1,8,18
157,1 Farmhouse Road,ON,CP,Passive,18.0,0.0,50.0,15.0,2.0,3,7,19
158,1 Ière Rue,QC,SCFG,Active - FLB,3.0,0.0,30.0,80.0,800.0,1,8,59
159,1 Residence,BC,CN,Passive,11.86,0.0,35.0,30.0,10.0,3,1,18
160,1 St,MB,CP,Passive,3.5,0.0,27.5,50.0,390.0,3,2,19
161,1 St (W. Of Antrim St),SK,CP,Passive,10.0,0.0,30.0,40.0,25.0,3,9,19
162,1 St Ave (Along Hwy 39),SK,CP,Passive,10.0,2.0,50.0,80.0,20.0,3,9,19
164,1 St S. (Railway Ave),SK,CP,Passive,2.0,0.0,25.0,80.0,50.0,3,9,19
165,1 St Street South,SK,TRLTD,Passive,1.0,0.0,10.0,40.0,100.0,3,9,69
166,1 Street,AB,CN,Passive,4.0,0.0,40.0,50.0,200.0,3,0,18
167,1 Street South,AB,BRR,Passive,1.0,0.0,30.0,50.0,50.0,3,0,9
168,1-11-24-9,SK,CN,Passive,27.86,0.0,60.0,80.0,1.0,3,9,18
169,1-12-27-4,SK,CN,Passive,1.5,0.0,40.0,80.0,25.0,3,9,18
170,1-12-28-4,SK,CN,Passive,1.5,0.0,40.0,80.0,10.0,3,9,18
171,1-12-28-9,SK,BSR,Passive,0.22,0.0,30.0,50.0,5.0,3,9,10
172,1-12-29-4,SK,CN,Passive,1.5,0.0,40.0,80.0,2.0,3,9,18
173,1-12-33-11,SK,CN,Passive,4.0,0.0,25.0,80.0,120.0,3,9,18
174,1-12-34-12,SK,CN,Passive,3.0,0.0,40.0,80.0,25.0,3,9,18
175,1-13-51-14,SK,TRR,Passive,2.0,0.0,25.0,80.0,100.0,3,9,70
176,1-14-14-8,SK,CN,Passive,0.22,0.0,25.0,80.0,2.0,3,9,18
177,1-2-10-10,SK,SSR,Passive,0.19,0.0,30.0,50.0,20.0,3,9,64
178,1-2-10-30,SK,CN,Passive,1.2,0.0,25.0,80.0,50.0,3,9,18
179,1-2-11-32,SK,CN,Passive,1.2,0.0,25.0,80.0,5.0,3,9,18
180,1-2-12-34,SK,CN,Passive,1.2,0.0,25.0,50.0,20.0,3,9,18
181,1-2-14-17,SK,CN,Passive,0.22,0.0,25.0,80.0,5.0,3,9,18
182,1-2-17-26,SK,CN,Passive,1.0,0.0,25.0,80.0,10.0,3,9,18
183,1-2-19-21,SK,LMR,Passive,0.33,0.0,30.0,50.0,50.0,3,9,45
184,1-2-20-115,SK,CN,Passive,3.7,0.0,40.0,80.0,10.0,3,9,18
185,1-2-22-5,SK,CN,Active - FLBG,27.86,0.0,60.0,80.0,2.0,2,9,18
186,1-2-22-9,SK,CN,Passive,3.7,0.0,40.0,50.0,2.0,3,9,18
187,1-2-23-7,SK,CN,Active - FLBG,27.86,0.0,60.0,80.0,25.0,2,9,18
188,1-2-27A-14,SK,CN,Active - FLBG,27.86,0.0,60.0,80.0,50.0,2,9,18
189,1-2-28-9,SK,BSR,Passive,0.14,0.0,30.0,80.0,2.0,3,9,10
190,1-2-31-13,SK,CN,Passive,4.0,0.0,25.0,80.0,1.0,3,9,18
191,1-2-32-11,SK,CP,Passive,1.0,0.0,25.0,20.0,2.0,3,9,19
192,1-2-33-11,SK,CN,Passive,4.0,0.0,25.0,80.0,70.0,3,9,18
193,1-2-34-1,SK,CN,Passive,1.5,0.0,25.0,80.0,10.0,3,9,18
194,1-2-34-2-,SK,CN,Passive,1.5,0.0,25.0,80.0,10.0,3,9,18
195,1-2-34-3,SK,CN,Passive,1.5,0.0,25.0,80.0,5.0,3,9,18
196,1-2-35-8,SK,CN,Passive,4.0,1.0,25.0,80.0,25.0,3,9,18
197,1-2-37-19,SK,CN,Passive,3.0,0.0,30.0,80.0,10.0,3,9,18
198,1-2-39-1,SK,CN,Passive,4.0,1.0,40.0,80.0,25.0,3,9,18
199,1-2-43-15,SK,CN,Passive,4.0,0.0,40.0,80.0,2.0,3,9,18
200,1-2-45-14,SK,CN,Passive,1.0,0.0,25.0,80.0,100.0,3,9,18
201,1-2-45-16,SK,CN,Passive,1.0,0.0,25.0,80.0,25.0,3,9,18
202,1-2-45-19,SK,CN,Passive,2.1,0.0,25.0,80.0,5.0,3,9,18
203,1-2-49-13-,SK,CN,Passive,0.77,0.0,25.0,80.0,25.0,3,9,18
204,1-2-52-15,SK,TRR,Passive,2.0,0.0,25.0,80.0,75.0,3,9,70
205,1-2-9-10,SK,GWR,Passive,1.0,0.0,35.0,50.0,5.0,3,9,33
206,1-2-9-16,SK,GWR,Passive,1.0,0.0,30.0,80.0,10.0,3,9,33
207,1-2-9-5,SK,GWR,Passive,1.0,0.0,30.0,90.0,530.0,3,9,33
208,1-3-28-W2,SK,FLR,Passive,2.0,0.0,25.0,100.0,315.0,3,9,26
209,1-36-34-31,SK,CN,Passive,1.5,0.0,25.0,80.0,10.0,3,9,18
210,1-36-40-11,SK,CN,Passive,4.0,0.0,40.0,80.0,5.0,3,9,18
211,1-38-25,SK,CN,Passive,4.0,0.0,25.0,30.0,400.0,3,9,18
212,1-39-1,SK,CN,Passive,4.0,0.0,40.0,80.0,10.0,3,9,18
213,1-39-2,SK,CN,Passive,4.0,0.0,40.0,80.0,20.0,3,9,18
214,1-45-26,SK,WRI,Passive,1.0,0.0,15.0,30.0,10.0,3,9,75
215,1-45-27,SK,WRI,Passive,1.0,0.0,15.0,50.0,2.0,3,9,75
216,1-46-13,SK,TRLTD,Passive,1.0,0.0,25.0,80.0,100.0,3,9,69
217,1-46-18,SK,CN,Passive,0.77,0.0,25.0,80.0,50.0,3,9,18
218,1-48-9,SK,CTR,Passive,1.0,0.0,25.0,50.0,5.0,3,9,21
219,1-6-1-W3M,SK,FLR,Passive,2.0,0.0,25.0,80.0,75.0,3,9,26
220,1-6-34-1,SK,CN,Passive,1.5,0.0,25.0,80.0,10.0,3,9,18
221,1-6-34-2,SK,CN,Passive,1.5,0.0,25.0,80.0,75.0,3,9,18
222,1-6-35-4-,SK,CN,Passive,0.33,0.0,25.0,20.0,40.0,3,9,18
223,1-6-46-17,SK,CN,Passive,0.77,0.0,25.0,80.0,10.0,3,9,18
224,1-6-47-6,SK,CTR,Passive,1.0,0.0,25.0,50.0,20.0,3,9,21
225,1-8-3--2,SK,CN,Passive,1.1,0.0,25.0,80.0,50.0,3,9,18
226,10 Ieme Rang,QC,CN,Passive,2.0,0.0,10.0,15.0,108.0,3,8,18
227,10 Sideroad,ON,CP,Active - FLB,10.0,0.0,60.0,80.0,96.0,1,7,19
228,10 St,AB,CP,Active - FLBG,18.0,0.0,45.0,5.0,25.0,2,0,19
229,10 St E (N. Of Hwy 3),AB,CP,Active - FLBG,6.0,1.0,40.0,50.0,597.0,2,0,19
230,10 Street,AB,CN,Passive,1.0,0.0,25.0,30.0,102.0,3,0,18
231,10-11-10-10-,SK,SSR,Passive,0.19,0.0,30.0,80.0,2.0,3,9,64
232,10-11-15-12,SK,CN,Passive,0.22,0.0,25.0,80.0,5.0,3,9,18
233,10-11-17-8,SK,CP,Passive,30.0,0.0,55.0,20.0,10.0,3,9,19
234,10-11-20-33,SK,CN,Passive,27.86,0.0,60.0,80.0,30.0,3,9,18
235,10-11-23-27,SK,LMR,Passive,0.33,0.0,30.0,80.0,90.0,3,9,45
236,10-11-23-9,SK,BSR,Passive,0.22,0.0,30.0,50.0,5.0,3,9,10
237,10-11-26-15,SK,BSR,Passive,0.14,0.0,30.0,20.0,5.0,3,9,10
238,10-11-26-29,SK,LMR,Passive,0.33,0.0,30.0,80.0,10.0,3,9,45
239,10-11-26-7,SK,BSR,Passive,0.22,0.0,30.0,80.0,20.0,3,9,10
240,10-11-27-13,SK,BSR,Passive,0.14,0.0,30.0,20.0,5.0,3,9,10
241,10-11-30-23,SK,CN,Passive,27.86,0.0,60.0,20.0,2.0,3,9,18
242,10-11-32-7,SK,CN,Passive,3.0,0.0,30.0,80.0,10.0,3,9,18
243,10-11-33-9,SK,CN,Passive,3.0,0.0,30.0,80.0,4.0,3,9,18
244,10-11-34-12,SK,CN,Passive,3.0,0.0,40.0,80.0,50.0,3,9,18
245,10-11-34-30,SK,CN,Passive,1.5,0.0,25.0,80.0,25.0,3,9,18
246,10-11-34-4,SK,CN,Passive,1.5,0.0,25.0,80.0,5.0,3,9,18
247,10-11-38-25,SK,CN,Passive,4.0,0.0,25.0,80.0,10.0,3,9,18
248,10-11-39-28,SK,CN,Passive,4.0,0.0,40.0,80.0,5.0,3,9,18
249,10-11-39-3,SK,CN,Passive,4.0,0.0,40.0,80.0,15.0,3,9,18
250,10-11-45-13,SK,CN,Passive,1.0,0.0,25.0,20.0,5.0,3,9,18
251,10-11-47-27,SK,CTR,Passive,2.0,0.0,50.0,30.0,5.0,3,9,21
252,10-11-48-14,SK,CN,Passive,0.77,0.0,25.0,40.0,2.0,3,9,18
253,10-11-52-21,SK,TRR,Passive,2.0,0.0,25.0,50.0,5.0,3,9,70
254,10-11-6-26,SK,STRCO,Passive,3.0,0.0,30.0,50.0,5.0,3,9,65
255,10-11-8-19,SK,Westcan,Passive,1.0,0.0,25.0,80.0,25.0,3,9,76
256,10-11-9-16,SK,GWR,Passive,1.0,0.0,30.0,80.0,20.0,3,9,33
257,10-15-18-20,SK,LMR,Passive,0.33,0.0,30.0,50.0,325.0,3,9,45
258,10-15-20-33,SK,CN,Passive,27.86,0.0,60.0,20.0,2.0,3,9,18
259,10-15-24-5,SK,CN,Passive,1.5,0.0,25.0,80.0,15.0,3,9,18
260,10-15-24-8,SK,BSR,Passive,0.22,0.0,30.0,80.0,20.0,3,9,10
261,10-15-26-7,SK,BSR,Passive,0.22,0.0,30.0,80.0,50.0,3,9,10
262,10-15-28-30,SK,CN,Passive,4.06,0.0,35.0,80.0,1.0,3,9,18
263,10-15-30-23,SK,CN,Passive,27.86,0.0,60.0,80.0,5.0,3,9,18
264,10-15-30-3,SK,CN,Passive,0.33,0.0,25.0,80.0,15.0,3,9,18
265,10-15-31-9,SK,BSR,Passive,0.22,0.0,30.0,80.0,30.0,3,9,10
266,10-15-33-4,SK,CN,Passive,3.86,0.0,40.0,80.0,50.0,3,9,18
267,10-15-34-1,SK,CN,Passive,2.0,0.0,15.0,80.0,8.0,3,9,18
268,10-15-36-10,SK,CN,Passive,24.86,0.0,60.0,80.0,10.0,3,9,18
269,10-15-38-22,SK,CN,Passive,2.1,0.0,25.0,80.0,15.0,3,9,18
270,10-15-40-21,SK,CN,Passive,2.1,0.0,25.0,80.0,10.0,3,9,18
271,10-15-42-3,SK,CTR,Passive,2.0,0.0,0.0,20.0,5.0,3,9,21
272,10-15-43-20,SK,CN,Passive,2.1,0.0,25.0,80.0,10.0,3,9,18
273,10-15-44-19,SK,CN,Passive,2.1,1.0,25.0,40.0,255.0,3,9,18
274,10-15-44-8,SK,CTR,Passive,1.0,0.0,25.0,80.0,10.0,3,9,21
275,10-15-49-1,SK,CTR,Passive,1.0,0.0,25.0,20.0,10.0,3,9,21
276,10-15-49-3-,SK,CTR,Passive,1.0,0.0,25.0,80.0,50.0,3,9,21
277,10-15-6-1,SK,FLR,Passive,2.0,0.0,25.0,50.0,15.0,3,9,26
278,10-15-6-26,SK,STRCO,Passive,3.0,0.0,30.0,50.0,5.0,3,9,65
279,10-16-10-10,SK,SSR,Passive,0.19,1.0,30.0,80.0,40.0,3,9,64
280,10-18-3-W3M,SK,Westcan,Passive,2.0,0.0,20.0,50.0,5.0,3,9,76
281,10-40-21-W2M,SK,CN,Passive,2.1,0.0,25.0,80.0,1.0,3,9,18
282,100 Avenue,AB,CN,Passive,4.0,0.0,25.0,50.0,500.0,3,0,18
283,"100 Avenue, Town of Peace River",AB,CN,Passive,4.0,0.0,15.0,50.0,200.0,3,0,18
285,100 Mile Snowmobile,BC,CN,Passive,5.0,0.0,28.333333333333332,16.666666666666668,10.0,3,1,18
286,100 St In Grand Prairie,AB,CN,Active - FLBG,2.0,1.0,10.0,50.0,20000.0,2,0,18
287,100 St Tisdale (Hwy 3 West),SK,CP,Active - FLB,2.0,2.0,30.0,60.0,2890.0,1,9,19
288,100A St,BC,CN,Active - FLB,1.0,0.0,15.0,80.0,25.0,1,1,18
289,100Th Ave,AB,CN,Active - FLB,4.0,0.0,15.0,50.0,1000.0,1,0,18
290,100Th St,BC,CN,Active - FLB,3.0,0.0,17.5,80.0,25.0,1,1,18
291,101 Avenue E 104 Street,AB,CN,Passive,1.0,1.0,15.0,50.0,500.0,3,0,18
292,101 St,SK,CN,Passive,1.0,0.0,10.0,40.0,595.0,3,9,18
293,102 Street,AB,CN,Active - FLB,4.0,0.0,25.0,60.0,5004.0,1,0,18
294,102B Ave Near 201 St,BC,CN,Passive,1.0,0.0,10.0,50.0,52.0,3,1,18
295,102Nd Rd,ON,CN,Active - FLBG,8.0,0.0,55.0,80.0,93.0,2,7,18
296,103 Street - Highway 36,AB,CN,Active - FLB,1.0,1.0,15.0,50.0,7634.0,1,0,18
297,103A Avenue,AB,CN,Active - FLB,3.0,0.0,35.0,50.0,600.0,1,0,18
298,103Rd St,QC,TTC,Active - FLB,2.0,0.0,10.0,20.0,2500.0,1,8,72
299,104 Ave. E.,BC,CN,Active - FLBG,39.86,1.0,50.0,50.0,1200.0,2,1,18
301,104Th Rd,ON,CN,Active - FLBG,8.0,0.0,55.0,80.0,95.0,2,7,18
302,104Th Street,ON,CP,Passive,2.0,0.0,10.0,80.0,25.0,3,7,19
303,105 Avenue,AB,CN,Passive,1.0,0.0,25.0,50.0,2628.0,3,0,18
304,105 Avenue & 98 Street,AB,CN,Active - FLB,4.0,0.0,25.0,50.0,3000.0,1,0,18
305,105 St E (Saskatoon),SK,CP,Passive,2.0,0.0,10.0,50.0,350.0,3,9,19
306,105 Street,AB,CN,Passive,2.5,0.0,25.0,50.0,125.0,3,0,18
307,106 St,ON,CP,Passive,1.0,0.0,10.0,80.0,25.0,3,7,19
308,106Th Rd,ON,CN,Active - FLBG,8.0,0.0,55.0,80.0,125.0,2,7,18
309,106Th Street,ON,CP,Passive,2.0,0.0,10.0,80.0,25.0,3,7,19
310,"107 A Avenue, Clairmont AB",AB,CN,Passive,4.0,0.0,25.0,30.0,2000.0,3,0,18
