,TC Number,Trains Daily,Vehicles Daily,Train Max Speed (mph),Road Max Speed (km/h),Lanes,Tracks,OccDate,SUBD_OWNER_ABBREV_ENG
9402,29209,4.0,12000.0,40.0,80.0,2.0,1.0,7/27/1990 12:00:00 AM,CP
9403,46262,2.0,10.0,25.0,25.0,2.0,1.0,7/25/1990 12:00:00 AM,CN
9404,300305,1.0,25.0,10.0,80.0,2.0,1.0,7/24/1990 12:00:00 AM,CP
9405,34968,8.0,100.0,25.0,0.0,1.0,1.0,7/23/1990 12:00:00 AM,CP
9406,31658,4.0,500.0,30.0,50.0,2.0,1.0,7/22/1990 12:00:00 AM,CSX
9407,9632,4.0,400.0,25.0,60.0,2.0,1.0,7/21/1990 12:00:00 AM,CN
9408,15435,,,,,,,7/21/1990 12:00:00 AM,CN
9409,9447,,,,,,,7/19/1990 12:00:00 AM,CN
9410,28313,,,,,,,7/19/1990 12:00:00 AM,CP
9411,18997,10.0,521.0,45.0,40.0,2.0,1.0,7/19/1990 12:00:00 AM,CP
9412,21160,15.0,9425.0,10.0,50.0,4.0,3.0,7/18/1990 12:00:00 AM,CP
9413,19118,10.0,10000.0,60.0,50.0,2.0,1.0,7/17/1990 12:00:00 AM,CP
9414,10251,10.4,2500.0,60.0,50.0,2.0,1.0,7/17/1990 12:00:00 AM,CN
9415,26145,8.0,50.0,60.0,50.0,2.0,1.0,7/16/1990 12:00:00 AM,CP
9416,18089,2.0,11780.0,10.0,50.0,4.0,2.0,7/14/1990 12:00:00 AM,CP
9417,46117,,,,,,,7/13/1990 12:00:00 AM,CN
9418,33207,4.0,352.0,25.0,80.0,2.0,1.0,7/12/1990 12:00:00 AM,CN
9419,27965,2.0,254.0,25.0,80.0,2.0,1.0,7/10/1990 12:00:00 AM,CP
9420,21521,6.0,24400.0,25.0,60.0,4.0,2.0,7/10/1990 12:00:00 AM,CP
9421,19961,,,,,,,7/9/1990 12:00:00 AM,CP
9422,25167,21.0,700.0,55.0,50.0,2.0,2.0,7/8/1990 12:00:00 AM,CP
9423,13400,2.0,300.0,10.0,40.0,2.0,1.0,7/5/1990 12:00:00 AM,CN
9424,18538,,,,,,,7/5/1990 12:00:00 AM,CP
9425,33540,6.0,410.0,50.0,80.0,2.0,1.0,7/5/1990 12:00:00 AM,CP
9426,17191,27.86,254.0,60.0,50.0,2.0,1.0,6/30/1990 12:00:00 AM,CN
9427,34320,2.0,100.0,25.0,40.0,2.0,1.0,6/29/1990 12:00:00 AM,CP
9428,9616,,,,,,,6/29/1990 12:00:00 AM,CN
9429,20304,10.0,25.0,60.0,90.0,2.0,1.0,6/28/1990 12:00:00 AM,CP
9430,9983,,,,,,,6/19/1990 12:00:00 AM,CN
9431,30201,2.0,6000.0,10.0,15.0,2.0,1.0,6/18/1990 12:00:00 AM,CP
9432,13907,3.0,500.0,10.0,40.0,2.0,2.0,6/17/1990 12:00:00 AM,CN
9433,3216,18.0,206.0,60.0,80.0,2.0,1.0,6/15/1990 12:00:00 AM,CN
9434,10537,,,,,,,6/13/1990 12:00:00 AM,CN
9435,28249,8.0,16500.0,25.0,50.0,2.0,1.0,6/13/1990 12:00:00 AM,CP
9436,17865,1.5,5000.0,10.0,50.0,4.0,1.0,6/10/1990 12:00:00 AM,CN
9437,199,14.0,199.0,60.0,80.0,2.0,1.0,6/10/1990 12:00:00 AM,CN
9438,31695,0.1,40.0,15.0,80.0,2.0,1.0,6/9/1990 12:00:00 AM,CSX
9439,20567,9.0,30.0,50.0,80.0,2.0,1.0,6/9/1990 12:00:00 AM,CP
9440,5032,,,,,,,6/7/1990 12:00:00 AM,CN
9442,35560,6.0,4216.0,45.0,50.0,4.0,1.0,6/5/1990 12:00:00 AM,CP
9443,35800,4.0,1000.0,25.0,50.0,2.0,2.0,6/5/1990 12:00:00 AM,CN
9444,25542,5.0,5.0,30.0,90.0,2.0,1.0,6/5/1990 12:00:00 AM,CP
9445,20368,,,,,,,6/5/1990 12:00:00 AM,CP
9446,17338,12.0,3100.0,15.0,60.0,2.0,2.0,6/4/1990 12:00:00 AM,CN
9447,431,24.86,10.0,40.0,50.0,2.0,2.0,6/3/1990 12:00:00 AM,CN
9448,24120,4.0,1500.0,10.0,50.0,2.0,1.0,6/2/1990 12:00:00 AM,CP
9449,22145,10.0,480.0,60.0,60.0,2.0,1.0,6/1/1990 12:00:00 AM,CP
9450,17650,5.0,26100.0,30.0,50.0,2.0,1.0,6/1/1990 12:00:00 AM,CN
9451,8234,40.0,30.0,65.0,80.0,1.0,2.0,5/31/1990 12:00:00 AM,CN
9452,10978,,,,,,,5/30/1990 12:00:00 AM,CN
9453,14068,1.0,46000.0,10.0,100.0,2.0,1.0,5/25/1990 12:00:00 AM,CN
9454,27911,2.0,350.0,10.0,50.0,2.0,1.0,5/25/1990 12:00:00 AM,CAR
9455,30738,7.0,20384.0,30.0,60.0,4.0,1.0,5/25/1990 12:00:00 AM,CP
9456,6774,24.0,6740.0,10.0,50.0,2.0,3.0,5/23/1990 12:00:00 AM,CN
9457,15216,4.0,14000.0,15.0,50.0,4.0,1.0,5/23/1990 12:00:00 AM,CN
9458,18129,,,,,,,5/22/1990 12:00:00 AM,CP
9459,30019,3.0,2410.0,30.0,50.0,2.0,2.0,5/20/1990 12:00:00 AM,CP
9460,9582,,,,,,,5/17/1990 12:00:00 AM,CN
9461,35667,1.0,1000.0,15.0,30.0,2.0,2.0,5/16/1990 12:00:00 AM,CN
9462,12650,3.7,13009.0,15.0,50.0,6.0,1.0,5/16/1990 12:00:00 AM,CN
9463,6771,24.0,8000.0,10.0,60.0,3.0,1.0,5/14/1990 12:00:00 AM,CN
9464,4871,2.0,30.0,0.0,50.0,2.0,1.0,5/14/1990 12:00:00 AM,CN
9465,28714,6.0,45.0,45.0,80.0,2.0,1.0,5/12/1990 12:00:00 AM,CP
9466,22148,10.0,2951.0,50.0,70.0,2.0,2.0,5/11/1990 12:00:00 AM,CP
9467,26989,10.0,15000.0,20.0,50.0,4.0,1.0,5/10/1990 12:00:00 AM,CP
9468,24929,11.0,3600.0,35.0,60.0,2.0,1.0,5/10/1990 12:00:00 AM,CP
9469,9124,4.0,25100.0,15.0,50.0,4.0,1.0,5/9/1990 12:00:00 AM,CN
9470,15438,,,,,,,5/6/1990 12:00:00 AM,CN
9471,23334,11.0,95.0,50.0,60.0,2.0,2.0,5/4/1990 12:00:00 AM,CP
9472,23921,1.0,25.0,,80.0,2.0,1.0,5/4/1990 12:00:00 AM,CP
9473,32379,,,,,,,5/4/1990 12:00:00 AM,CP
9474,23347,11.0,160.0,40.0,50.0,2.0,4.0,5/4/1990 12:00:00 AM,CP
9475,32358,,,,,,,5/3/1990 12:00:00 AM,CN
9476,4519,,,,,,,4/29/1990 12:00:00 AM,CP
9477,8352,,,,,,,4/27/1990 12:00:00 AM,CN
9478,8070,40.0,100.0,65.0,80.0,1.0,2.0,4/25/1990 12:00:00 AM,CN
9479,36460,12.0,10170.0,10.0,60.0,2.0,1.0,4/24/1990 12:00:00 AM,CN
9480,3277,4.0,34700.0,10.0,70.0,6.0,1.0,4/24/1990 12:00:00 AM,CN
9481,20648,,,,,,,4/23/1990 12:00:00 AM,CP
9482,5354,,,,,,,4/20/1990 12:00:00 AM,CN
9483,19602,10.0,100.0,60.0,80.0,2.0,1.0,4/20/1990 12:00:00 AM,CP
9484,17595,39.86,704.0,50.0,50.0,2.0,2.0,4/17/1990 12:00:00 AM,CN
9485,23850,0.0,23062.0,0.0,50.0,4.0,1.0,4/17/1990 12:00:00 AM,CP
9486,3331,,,,,,,4/15/1990 12:00:00 AM,CN
9487,34143,,,,,,,4/12/1990 12:00:00 AM,CN
9488,20203,15.0,150.0,60.0,90.0,2.0,2.0,4/12/1990 12:00:00 AM,CP
9489,30763,31.0,2700.0,55.0,50.0,2.0,2.0,4/12/1990 12:00:00 AM,CP
9490,0,,,,,,,4/8/1990 12:00:00 AM,CP
9491,999277,,,,,,,4/5/1990 12:00:00 AM,CN
9492,14897,16.0,150.0,60.0,90.0,2.0,1.0,4/5/1990 12:00:00 AM,CN
9493,600189,1.0,2000.0,15.0,50.0,2.0,1.0,4/4/1990 12:00:00 AM,CN
9494,32557,,,,,,,4/1/1990 12:00:00 AM,CN
9495,31392,6.0,6617.0,15.0,50.0,2.0,1.0,3/31/1990 12:00:00 AM,ACR
9496,26989,10.0,15000.0,20.0,50.0,4.0,1.0,3/31/1990 12:00:00 AM,CP
9497,22261,,,,,,,3/30/1990 12:00:00 AM,CAR
9498,6764,2.0,5470.0,5.0,50.0,4.0,3.0,3/29/1990 12:00:00 AM,CN
9499,32104,14.0,28600.0,10.0,50.0,4.0,1.0,3/29/1990 12:00:00 AM,BN
9500,23696,,,,,,,3/28/1990 12:00:00 AM,CP
9501,14897,16.0,150.0,60.0,90.0,2.0,1.0,3/28/1990 12:00:00 AM,CN
9502,8062,,,,,,,3/25/1990 12:00:00 AM,CN
9503,14926,8.0,5400.0,,50.0,2.0,2.0,3/22/1990 12:00:00 AM,CN
9504,424,24.86,800.0,35.0,30.0,2.0,2.0,3/20/1990 12:00:00 AM,CN
9505,5775,1.0,1480.0,10.0,80.0,2.0,1.0,3/19/1990 12:00:00 AM,CN
9506,26195,12.0,20.0,50.0,50.0,1.0,1.0,3/18/1990 12:00:00 AM,CP
9507,17328,2.86,5350.0,15.0,50.0,4.0,2.0,3/15/1990 12:00:00 AM,CN
9508,11654,110.0,9500.0,60.0,80.0,4.0,3.0,3/14/1990 12:00:00 AM,CN
9509,7845,,,,,,,3/13/1990 12:00:00 AM,CN
9510,18114,,,,,,,3/12/1990 12:00:00 AM,CP
9511,23159,22.0,380.0,60.0,40.0,2.0,1.0,3/10/1990 12:00:00 AM,CP
9512,34275,,,,,,,3/9/1990 12:00:00 AM,CP
9513,27310,2.0,3000.0,20.0,50.0,2.0,1.0,3/8/1990 12:00:00 AM,CP
9514,33653,1.0,4000.0,5.0,50.0,2.0,1.0,3/8/1990 12:00:00 AM,CP
9515,11071,,,,,,,3/8/1990 12:00:00 AM,CN
9516,36269,7.0,3000.0,60.0,50.0,4.0,1.0,3/8/1990 12:00:00 AM,CN
9517,24370,12.0,113.0,55.0,80.0,2.0,1.0,3/5/1990 12:00:00 AM,CP
9518,26930,10.0,10000.0,30.0,40.0,4.0,1.0,3/4/1990 12:00:00 AM,CP
9519,11186,4.0,8064.0,,50.0,2.0,2.0,3/2/1990 12:00:00 AM,CN
9520,10739,,,,,,,3/2/1990 12:00:00 AM,CN
9521,1765,3.0,502.0,25.0,80.0,2.0,1.0,3/2/1990 12:00:00 AM,CN
9522,33719,1.0,14100.0,10.0,50.0,4.0,1.0,3/1/1990 12:00:00 AM,CP
9523,31404,6.0,1000.0,30.0,80.0,2.0,1.0,3/1/1990 12:00:00 AM,ACR
9525,9614,,,,,,,2/28/1990 12:00:00 AM,CN
9526,10912,8.0,100.0,60.0,50.0,2.0,1.0,2/27/1990 12:00:00 AM,CN
9527,29981,4.0,12000.0,30.0,50.0,2.0,1.0,2/27/1990 12:00:00 AM,CP
9528,600283,2.0,250.0,30.0,15.0,2.0,1.0,2/27/1990 12:00:00 AM,CP
9529,4090,1.2,1000.0,25.0,40.0,2.0,2.0,2/26/1990 12:00:00 AM,CN
9531,17592,39.86,3208.0,50.0,60.0,2.0,2.0,2/25/1990 12:00:00 AM,CN
9532,32236,,,,,,,2/23/1990 12:00:00 AM,CP
9533,20162,,,,,,,2/23/1990 12:00:00 AM,CP
9534,33868,12.0,200.0,40.0,80.0,1.0,1.0,2/23/1990 12:00:00 AM,CN
9535,9654,1.0,50.0,25.0,80.0,1.0,1.0,2/22/1990 12:00:00 AM,CN
9536,46186,18.86,10.0,50.0,80.0,2.0,1.0,2/19/1990 12:00:00 AM,CN
9537,17370,12.0,4300.0,60.0,80.0,2.0,1.0,2/16/1990 12:00:00 AM,CN
9538,7566,4.0,1200.0,50.0,20.0,2.0,2.0,2/16/1990 12:00:00 AM,CN
9539,29976,4.0,8304.0,20.0,50.0,4.0,1.0,2/16/1990 12:00:00 AM,CP
9540,27428,12.0,3514.0,45.0,50.0,2.0,1.0,2/16/1990 12:00:00 AM,CP
9541,32168,18.0,4000.0,30.0,50.0,2.0,1.0,2/16/1990 12:00:00 AM,BN
9542,32638,2.0,14300.0,15.0,60.0,5.0,2.0,2/15/1990 12:00:00 AM,CN
9543,14601,,,,,,,2/14/1990 12:00:00 AM,CN
9544,12145,1.0,285.0,25.0,40.0,2.0,1.0,2/14/1990 12:00:00 AM,CN
9545,31335,4.0,25.0,40.0,80.0,2.0,1.0,2/14/1990 12:00:00 AM,CP
9546,2863,,,,,,,2/14/1990 12:00:00 AM,CN
9547,12832,1.0,9800.0,15.0,50.0,4.0,1.0,2/12/1990 12:00:00 AM,CN
9548,36681,11.0,1510.0,35.0,15.0,2.0,1.0,2/9/1990 12:00:00 AM,CP
9549,2164,,,,,,,2/8/1990 12:00:00 AM,CN
9550,35275,11.86,100.0,35.0,30.0,2.0,1.0,2/8/1990 12:00:00 AM,CN
9551,8054,40.0,8400.0,65.0,50.0,2.0,2.0,2/7/1990 12:00:00 AM,CN
9552,30166,2.0,20000.0,10.0,50.0,2.0,1.0,2/6/1990 12:00:00 AM,CP
9553,36236,0.0,9350.0,0.0,50.0,4.0,1.0,2/6/1990 12:00:00 AM,CP
9554,15771,,,,,,,2/5/1990 12:00:00 AM,CN
9555,29679,,,,,,,2/5/1990 12:00:00 AM,CP
9556,7929,40.0,46.0,65.0,80.0,1.0,2.0,2/5/1990 12:00:00 AM,CN
9557,35378,6.0,1100.0,25.0,90.0,2.0,1.0,2/4/1990 12:00:00 AM,CP
9558,17875,1.5,100.0,40.0,50.0,2.0,1.0,2/3/1990 12:00:00 AM,CN
9559,25019,10.0,4908.0,60.0,80.0,2.0,1.0,2/3/1990 12:00:00 AM,CP
9561,19055,10.0,5000.0,60.0,50.0,2.0,4.0,2/2/1990 12:00:00 AM,CP
9562,7269,12.0,1400.0,10.0,30.0,2.0,1.0,2/1/1990 12:00:00 AM,CN
9563,6760,2.0,25000.0,10.0,50.0,5.0,1.0,1/31/1990 12:00:00 AM,CN
9564,10720,6.0,1000.0,,50.0,2.0,1.0,1/31/1990 12:00:00 AM,CN
9565,12675,18.86,50.0,65.0,90.0,2.0,1.0,1/31/1990 12:00:00 AM,CN
9566,601033,,,,,,,1/30/1990 12:00:00 AM,CN
9567,21814,2.0,1500.0,30.0,40.0,2.0,1.0,1/30/1990 12:00:00 AM,CP
9568,31614,4.0,6300.0,10.0,50.0,4.0,1.0,1/27/1990 12:00:00 AM,CSX
9569,16894,27.86,5.0,60.0,80.0,1.0,1.0,1/27/1990 12:00:00 AM,CN
9570,30948,9.0,600.0,60.0,60.0,2.0,1.0,1/27/1990 12:00:00 AM,CP
9571,36460,12.0,10170.0,10.0,60.0,2.0,1.0,1/26/1990 12:00:00 AM,CN
9572,19597,10.0,2.0,60.0,80.0,1.0,2.0,1/26/1990 12:00:00 AM,CP
9573,4361,4.0,2000.0,,50.0,2.0,1.0,1/25/1990 12:00:00 AM,CN
9574,22168,13.0,100.0,60.0,80.0,2.0,1.0,1/25/1990 12:00:00 AM,CP
9575,20143,2.0,16500.0,10.0,60.0,4.0,1.0,1/23/1990 12:00:00 AM,CP
9576,16749,6.0,2400.0,25.0,50.0,2.0,1.0,1/22/1990 12:00:00 AM,CN
9577,10299,12.86,200.0,60.0,70.0,2.0,1.0,1/20/1990 12:00:00 AM,CN
9578,15397,,,,,,,1/20/1990 12:00:00 AM,CN
9579,32658,4.0,2506.0,25.0,50.0,2.0,1.0,1/20/1990 12:00:00 AM,CR
9580,16741,6.0,3500.0,25.0,50.0,2.0,1.0,1/20/1990 12:00:00 AM,CN
9581,6778,,,,,,,1/19/1990 12:00:00 AM,CN
9582,26621,,,,,,,1/19/1990 12:00:00 AM,CP
9583,765,21.0,150.0,60.0,80.0,2.0,1.0,1/17/1990 12:00:00 AM,CN
9584,17556,39.86,204.0,60.0,20.0,2.0,1.0,1/17/1990 12:00:00 AM,CN
9585,24124,4.0,500.0,25.0,80.0,2.0,3.0,1/17/1990 12:00:00 AM,CP
9586,25036,10.0,102.0,55.0,80.0,2.0,1.0,1/17/1990 12:00:00 AM,CP
9587,33599,1.0,900.0,10.0,50.0,2.0,1.0,1/16/1990 12:00:00 AM,CP
9588,5179,4.0,505.0,30.0,80.0,2.0,1.0,1/16/1990 12:00:00 AM,CN
9589,30189,16.0,20.0,45.0,30.0,2.0,1.0,1/16/1990 12:00:00 AM,CP
9590,46295,6.0,10.0,25.0,25.0,2.0,1.0,1/16/1990 12:00:00 AM,CP
9591,5032,,,,,,,1/16/1990 12:00:00 AM,CN
9592,30166,2.0,20000.0,10.0,50.0,2.0,1.0,1/16/1990 12:00:00 AM,CP
9593,785,24.0,4306.0,40.0,50.0,2.0,1.0,1/15/1990 12:00:00 AM,CN
9594,8626,4.0,50.0,30.0,80.0,2.0,1.0,1/15/1990 12:00:00 AM,CN
9595,32779,3.0,100.0,35.0,60.0,2.0,1.0,1/14/1990 12:00:00 AM,CN
9596,14373,4.0,25.0,30.0,80.0,2.0,1.0,1/14/1990 12:00:00 AM,CN
9597,20820,,,,,,,1/14/1990 12:00:00 AM,CP
9598,31192,,,,,,,1/13/1990 12:00:00 AM,CP
9599,10367,4.86,1500.0,40.0,50.0,2.0,1.0,1/12/1990 12:00:00 AM,CN
9600,33823,2.0,2890.0,30.0,60.0,2.0,1.0,1/12/1990 12:00:00 AM,CP
9601,33098,1.0,20.0,10.0,50.0,2.0,1.0,1/10/1990 12:00:00 AM,CN
9602,15700,2.0,1000.0,10.0,50.0,2.0,1.0,1/10/1990 12:00:00 AM,CN
9603,19587,10.0,165.0,60.0,80.0,2.0,1.0,1/10/1990 12:00:00 AM,CP
9604,13253,27.86,25.0,60.0,90.0,2.0,2.0,1/9/1990 12:00:00 AM,CN
9605,46140,,,,,,,1/9/1990 12:00:00 AM,CN
9606,3281,6.0,400.0,10.0,40.0,2.0,1.0,1/8/1990 12:00:00 AM,CN
9607,100609,3.0,10.0,35.0,25.0,2.0,1.0,1/8/1990 12:00:00 AM,CN
9608,15992,0.1,1300.0,15.0,60.0,2.0,1.0,1/8/1990 12:00:00 AM,CN
9609,1346,5.0,1410.0,30.0,80.0,2.0,1.0,1/8/1990 12:00:00 AM,CN
9610,30472,4.0,200.0,40.0,80.0,2.0,1.0,1/8/1990 12:00:00 AM,CP
9611,182,,,,,,,1/7/1990 12:00:00 AM,CN
9612,30887,10.0,30.0,60.0,80.0,2.0,1.0,1/7/1990 12:00:00 AM,CP
9613,18266,3.0,25.0,45.0,80.0,2.0,2.0,1/7/1990 12:00:00 AM,CP
9614,20615,29.0,300.0,50.0,50.0,2.0,2.0,1/5/1990 12:00:00 AM,CP
9615,10319,,,,,,,1/5/1990 12:00:00 AM,CN
9616,10193,0.5,3250.0,10.0,50.0,2.0,1.0,1/5/1990 12:00:00 AM,CN
9617,24994,12.0,10831.0,55.0,80.0,2.0,1.0,1/5/1990 12:00:00 AM,CP
9618,5682,,,,,,,1/4/1990 12:00:00 AM,CN
9619,46201,,,,,,,1/4/1990 12:00:00 AM,CP
9620,16877,2.0,50.0,25.0,80.0,2.0,1.0,1/3/1990 12:00:00 AM,CN
9621,100135,4.86,10.0,40.0,25.0,1.0,1.0,1/3/1990 12:00:00 AM,CN
9622,35453,7.0,27972.0,45.0,60.0,5.0,1.0,1/3/1990 12:00:00 AM,CP
9623,14507,21.29,28897.0,10.0,80.0,4.0,1.0,1/3/1990 12:00:00 AM,CN
9624,31940,,,,,,,12/31/1989 12:00:00 AM,CP
9625,34894,2.0,25.0,10.0,50.0,2.0,1.0,12/30/1989 12:00:00 AM,CP
9626,6466,1.0,3629.0,10.0,50.0,2.0,1.0,12/29/1989 12:00:00 AM,CN
9627,28281,6.0,8300.0,25.0,90.0,2.0,1.0,12/29/1989 12:00:00 AM,CP
9628,36391,1.0,964.0,25.0,100.0,2.0,1.0,12/28/1989 12:00:00 AM,CN
9629,20408,,,,,,,12/28/1989 12:00:00 AM,CP
9630,27954,1.0,3700.0,25.0,90.0,2.0,1.0,12/22/1989 12:00:00 AM,CP
9631,15263,4.0,2900.0,25.0,50.0,2.0,2.0,12/21/1989 12:00:00 AM,CN
9632,20797,,,,,,,12/21/1989 12:00:00 AM,CP
9634,15532,11.86,1502.0,40.0,50.0,2.0,1.0,12/20/1989 12:00:00 AM,CN
9635,10691,8.0,102.0,,50.0,2.0,1.0,12/19/1989 12:00:00 AM,CN
9636,25167,21.0,700.0,55.0,50.0,2.0,2.0,12/19/1989 12:00:00 AM,CP
9637,21440,2.0,23000.0,0.0,50.0,6.0,1.0,12/19/1989 12:00:00 AM,CP
9638,34456,1.0,2000.0,15.0,50.0,2.0,3.0,12/18/1989 12:00:00 AM,CN
9639,5384,27.86,13685.0,60.0,50.0,4.0,1.0,12/17/1989 12:00:00 AM,CN
9640,4807,27.0,1120.0,50.0,50.0,2.0,1.0,12/17/1989 12:00:00 AM,CN
9641,3261,10.0,793.0,60.0,50.0,1.0,1.0,12/16/1989 12:00:00 AM,CN
9642,34498,2.0,300.0,10.0,50.0,2.0,1.0,12/15/1989 12:00:00 AM,CN
9643,30472,4.0,200.0,40.0,80.0,2.0,1.0,12/15/1989 12:00:00 AM,CP
9644,13790,6.0,15020.0,40.0,50.0,2.0,1.0,12/15/1989 12:00:00 AM,CN
9645,33543,12.0,410.0,50.0,80.0,2.0,1.0,12/15/1989 12:00:00 AM,CP
9646,29162,2.0,2000.0,30.0,60.0,2.0,1.0,12/14/1989 12:00:00 AM,CP
9647,15197,28.0,250.0,60.0,50.0,2.0,2.0,12/14/1989 12:00:00 AM,CN
9648,20700,,,,,,,12/14/1989 12:00:00 AM,CP
9649,20618,2.0,5400.0,15.0,60.0,2.0,1.0,12/14/1989 12:00:00 AM,CP
9650,17656,0.27,9500.0,30.0,50.0,3.0,1.0,12/13/1989 12:00:00 AM,CN
9651,15950,1.0,50.0,15.0,80.0,2.0,2.0,12/13/1989 12:00:00 AM,CN
9652,22278,2.0,1.0,30.0,50.0,2.0,1.0,12/13/1989 12:00:00 AM,CP
9653,4787,27.0,1025.0,65.0,50.0,2.0,1.0,12/13/1989 12:00:00 AM,CN
9654,31622,4.0,11000.0,40.0,50.0,4.0,1.0,12/11/1989 12:00:00 AM,CSX
9656,28240,8.0,1000.0,25.0,80.0,2.0,1.0,12/9/1989 12:00:00 AM,CP
9657,9014,2.0,10000.0,10.0,50.0,2.0,1.0,12/8/1989 12:00:00 AM,CN
9659,17380,2.0,12000.0,15.0,50.0,4.0,1.0,12/8/1989 12:00:00 AM,CN
9660,35217,0.5,5100.0,0.0,50.0,2.0,1.0,12/8/1989 12:00:00 AM,CN
9661,30166,2.0,20000.0,10.0,50.0,2.0,1.0,12/8/1989 12:00:00 AM,CP
9663,9022,,,,,,,12/7/1989 12:00:00 AM,CN
9664,32658,4.0,2506.0,25.0,50.0,2.0,1.0,12/7/1989 12:00:00 AM,CR
9666,23683,,,,,,,12/6/1989 12:00:00 AM,CP
9667,31801,,,,,,,12/5/1989 12:00:00 AM,CAR
9668,464,3.86,25.0,40.0,40.0,2.0,1.0,12/5/1989 12:00:00 AM,CN
9669,9955,,,,,,,12/4/1989 12:00:00 AM,CN
9670,23172,10.0,20000.0,35.0,50.0,4.0,1.0,12/4/1989 12:00:00 AM,CP
9671,23103,10.0,50.0,60.0,80.0,2.0,1.0,12/4/1989 12:00:00 AM,CP
9672,9591,,,,,,,12/4/1989 12:00:00 AM,CN
9673,24423,,,,,,,12/3/1989 12:00:00 AM,CP
9674,10379,4.86,2700.0,40.0,80.0,2.0,1.0,12/1/1989 12:00:00 AM,CN
9675,28245,8.0,8000.0,25.0,50.0,2.0,1.0,12/1/1989 12:00:00 AM,CP
9677,20408,,,,,,,11/29/1989 12:00:00 AM,CP
9678,31801,,,,,,,11/28/1989 12:00:00 AM,CAR
9679,30991,0.6,1000.0,10.0,50.0,2.0,1.0,11/28/1989 12:00:00 AM,CP
9680,29045,16.0,4112.0,30.0,50.0,2.0,3.0,11/28/1989 12:00:00 AM,CP
9681,1749,3.0,150.0,25.0,80.0,2.0,1.0,11/27/1989 12:00:00 AM,CN
9682,6497,8.0,95.0,55.0,80.0,2.0,1.0,11/27/1989 12:00:00 AM,CN
9683,5109,2.0,2700.0,5.0,50.0,2.0,1.0,11/24/1989 12:00:00 AM,CN
9684,15345,6.0,250.0,25.0,80.0,2.0,1.0,11/24/1989 12:00:00 AM,CN
9685,1417,1.0,20.0,25.0,50.0,2.0,1.0,11/24/1989 12:00:00 AM,CN
9686,24366,12.0,102.0,55.0,80.0,2.0,1.0,11/24/1989 12:00:00 AM,CP
9688,11078,2.0,50.0,30.0,80.0,2.0,1.0,11/23/1989 12:00:00 AM,CN
9689,3621,2.0,25.0,25.0,30.0,1.0,1.0,11/23/1989 12:00:00 AM,CN
9690,3275,18.0,14000.0,40.0,50.0,2.0,2.0,11/22/1989 12:00:00 AM,CN
9691,23850,0.0,23062.0,0.0,50.0,4.0,1.0,11/22/1989 12:00:00 AM,CP
9692,8766,3.0,200.0,20.0,50.0,2.0,1.0,11/21/1989 12:00:00 AM,CN
9693,1011,10.0,3000.0,,50.0,2.0,1.0,11/21/1989 12:00:00 AM,CN
9694,19639,12.0,3387.0,30.0,50.0,2.0,1.0,11/21/1989 12:00:00 AM,CP
9695,23034,1.0,2510.0,25.0,50.0,2.0,1.0,11/21/1989 12:00:00 AM,CP
9696,9655,1.0,25.0,25.0,80.0,2.0,1.0,11/20/1989 12:00:00 AM,CN
9697,24605,,,,,,,11/20/1989 12:00:00 AM,CP
9698,17568,39.86,25010.0,60.0,50.0,2.0,2.0,11/19/1989 12:00:00 AM,CN
9699,17670,,,,,,,11/18/1989 12:00:00 AM,CN
9700,24919,9.0,12000.0,25.0,50.0,2.0,1.0,11/18/1989 12:00:00 AM,CP
9701,239,14.0,3350.0,60.0,50.0,2.0,1.0,11/18/1989 12:00:00 AM,CN
9703,13923,2.0,5010.0,30.0,50.0,2.0,3.0,11/17/1989 12:00:00 AM,CN
9704,5028,52.0,1500.0,60.0,50.0,2.0,2.0,11/16/1989 12:00:00 AM,CN
9705,29168,6.0,10.0,30.0,50.0,2.0,1.0,11/15/1989 12:00:00 AM,CP
9706,10460,,,,,,,11/14/1989 12:00:00 AM,CN
9707,19802,17.0,50.0,55.0,80.0,2.0,1.0,11/13/1989 12:00:00 AM,CP
9708,19848,17.0,50.0,50.0,50.0,2.0,2.0,11/12/1989 12:00:00 AM,CP
9709,26212,2.0,499.0,25.0,50.0,2.0,1.0,11/10/1989 12:00:00 AM,CP
9710,30556,2.0,2730.0,25.0,50.0,2.0,1.0,11/10/1989 12:00:00 AM,CP
9712,21550,7.0,25.0,40.0,90.0,2.0,1.0,11/10/1989 12:00:00 AM,CP
9713,9624,4.0,11020.0,10.0,50.0,4.0,1.0,11/9/1989 12:00:00 AM,CN
9714,15529,11.86,900.0,40.0,50.0,2.0,1.0,11/8/1989 12:00:00 AM,CN
9715,23329,11.0,500.0,50.0,60.0,2.0,2.0,11/8/1989 12:00:00 AM,CP
9716,18289,6.0,404.0,45.0,60.0,2.0,1.0,11/8/1989 12:00:00 AM,CP
9717,22116,,,,,,,11/7/1989 12:00:00 AM,CP
9718,33078,3.0,503.0,30.0,80.0,2.0,1.0,11/7/1989 12:00:00 AM,CN
9719,33233,4.0,1893.0,15.0,50.0,2.0,1.0,11/7/1989 12:00:00 AM,CN
9720,2312,4.0,127.0,40.0,30.0,2.0,1.0,11/7/1989 12:00:00 AM,CN
9721,28169,6.0,5000.0,10.0,50.0,3.0,1.0,11/6/1989 12:00:00 AM,CP
9722,8994,,,,,,,11/5/1989 12:00:00 AM,CN
