,TC Number,Trains Daily,Vehicles Daily,Train Max Speed (mph),Road Max Speed (km/h),Lanes,Tracks,OccDate,SUBD_OWNER_ABBREV_ENG
0,35698,4.0,1000.0,15.0,50.0,2.0,1.0,3/8/2023 9:30:00 PM,CN
1,9076,18.0,225.0,60.0,80.0,2.0,1.0,3/2/2023 8:31:00 AM,CN
3,32783,3.0,3769.0,35.0,80.0,2.0,1.0,2/26/2023 10:40:00 PM,CN
4,1801,1.0,25.0,40.0,80.0,2.0,1.0,2/26/2023 12:45:00 PM,CN
5,18235,3.0,106.0,45.0,80.0,2.0,1.0,2/22/2023 8:36:00 AM,CP
6,35275,11.86,100.0,35.0,30.0,2.0,1.0,2/25/2023 8:30:00 PM,CN
7,18082,2.0,20500.0,10.0,100.0,2.0,1.0,2/22/2023 11:08:00 PM,CP
8,21562,4.0,1340.0,40.0,100.0,2.0,1.0,2/20/2023 11:40:00 AM,CP
9,32674,4.0,1500.0,25.0,50.0,2.0,1.0,2/20/2023 10:40:00 AM,CSX
10,32811,3.0,3504.0,35.0,50.0,4.0,1.0,2/13/2023 9:45:00 AM,CN
11,48549,4.0,50.0,40.0,50.0,2.0,1.0,2/12/2023 1:30:00 AM,CN
12,13255,27.86,50.0,60.0,90.0,2.0,1.0,2/5/2023 6:05:00 PM,CN
13,721,24.0,519.0,40.0,50.0,2.0,1.0,1/31/2023 7:30:00 PM,CN
15,45711,40.0,10.0,65.0,25.0,1.0,2.0,2/1/2023 4:05:00 PM,CN
16,851,21.0,200.0,55.0,50.0,2.0,2.0,1/29/2023 3:55:00 AM,CN
17,20514,4.0,1200.0,40.0,40.0,2.0,2.0,1/27/2023 8:00:00 PM,ROV
18,42685,8.0,40.0,,20.0,1.0,1.0,1/28/2023 8:30:00 PM,CN
19,200714,,,,,,,1/27/2023 6:03:00 PM,CN
20,22225,11.0,7000.0,35.0,50.0,2.0,1.0,1/25/2023 8:31:00 PM,CP
21,13189,27.86,25.0,60.0,90.0,2.0,1.0,1/25/2023 11:33:00 AM,CN
22,610116,2.0,25.0,20.0,80.0,2.0,1.0,1/23/2023 1:55:00 PM,CN
24,14496,11.86,2502.0,40.0,40.0,2.0,1.0,1/19/2023 10:16:00 AM,CN
25,19455,5.0,624.0,40.0,30.0,2.0,1.0,1/20/2023 6:53:00 PM,CP
27,2342,20.86,50.0,45.0,50.0,2.0,1.0,1/19/2023 3:21:00 PM,CN
28,30833,8.0,1000.0,60.0,80.0,2.0,2.0,1/22/2023 5:29:00 PM,CP
29,300964,46.0,100.0,10.0,80.0,2.0,2.0,1/21/2023 7:08:00 AM,CP
31,1931,11.86,10.0,30.0,30.0,2.0,1.0,1/18/2023 6:10:00 AM,CN
32,600488,17.0,2252.0,55.0,100.0,2.0,1.0,1/17/2023 6:00:00 AM,CP
33,48016,2.0,25.0,25.0,60.0,2.0,1.0,1/16/2023 6:08:00 PM,CP
34,34310,4.0,2567.0,25.0,50.0,2.0,1.0,1/15/2023 1:50:00 PM,CP
35,30476,4.0,170.0,30.0,80.0,2.0,1.0,1/15/2023 11:05:00 AM,CP
36,133,25.86,250.0,45.0,50.0,2.0,2.0,1/14/2023 7:18:00 AM,CN
37,15853,4.0,504.0,25.0,100.0,2.0,1.0,1/11/2023 9:20:00 AM,CN
38,48398,,,,,,,1/9/2023 6:49:00 AM,CN
39,14868,16.0,50.0,60.0,90.0,2.0,1.0,1/8/2023 5:55:00 PM,CN
40,23366,11.0,1200.0,40.0,50.0,2.0,2.0,1/5/2023 10:30:00 PM,CP
41,46054,2.0,10.0,40.0,25.0,1.0,1.0,1/7/2023 9:35:00 AM,CN
43,10769,11.86,50.0,45.0,50.0,2.0,2.0,1/1/2023 6:00:00 PM,CN
44,1324,3.0,3360.0,25.0,50.0,2.0,1.0,12/30/2022 8:54:00 AM,CN
45,22627,4.0,30.0,30.0,80.0,1.0,1.0,12/24/2022 8:16:00 PM,CP
46,768,24.0,7000.0,60.0,80.0,2.0,1.0,12/25/2022 11:00:00 PM,CN
47,15618,8.0,200.0,55.0,80.0,2.0,1.0,12/24/2022 10:55:00 AM,CN
48,30882,10.0,1500.0,60.0,80.0,2.0,1.0,12/23/2022 9:18:00 AM,CP
49,9149,4.0,1204.0,25.0,50.0,2.0,1.0,12/23/2022 5:16:00 PM,CN
50,35014,2.0,11682.0,30.0,50.0,2.0,1.0,12/22/2022 4:36:00 PM,CP
51,25017,10.0,75.0,60.0,30.0,2.0,1.0,12/20/2022 11:00:00 AM,CP
52,2783,12.0,8900.0,40.0,50.0,2.0,1.0,12/17/2022 5:35:00 PM,CN
53,767,24.0,300.0,60.0,80.0,2.0,1.0,12/16/2022 10:45:00 PM,CN
54,32762,3.0,50.0,35.0,50.0,2.0,1.0,12/12/2022 12:45:00 PM,CN
55,24575,2.0,100.0,25.0,40.0,2.0,1.0,12/10/2022 12:59:00 PM,CP
56,18976,10.0,500.0,60.0,80.0,2.0,2.0,12/10/2022 6:33:00 AM,CP
57,23138,10.0,75.0,60.0,80.0,2.0,1.0,12/8/2022 9:53:00 AM,CP
59,30461,4.0,100.0,40.0,30.0,2.0,1.0,12/7/2022 12:34:00 PM,CP
60,28769,6.0,4300.0,45.0,100.0,2.0,1.0,12/4/2022 7:45:00 AM,CP
61,1001,10.0,15.0,,10.0,1.0,1.0,12/2/2022 11:38:00 AM,CN
62,23160,10.0,2670.0,60.0,90.0,2.0,1.0,11/26/2022 8:55:00 PM,CP
63,20587,28.0,604.0,25.0,50.0,2.0,1.0,12/1/2022 11:02:00 AM,CP
64,610064,5.0,25.0,30.0,50.0,2.0,1.0,11/30/2022 2:37:00 PM,CN
65,20239,15.0,60.0,60.0,90.0,2.0,2.0,11/26/2022 8:47:00 PM,CP
67,2298,4.0,234.0,40.0,80.0,2.0,1.0,11/26/2022 12:47:00 PM,CN
68,5975,18.0,3014.0,50.0,90.0,2.0,1.0,11/25/2022 4:50:00 AM,CN
70,18235,3.0,106.0,45.0,80.0,2.0,1.0,11/21/2022 7:33:00 PM,CP
71,34600,,,,,,,11/16/2022 5:59:00 PM,CP
72,8803,1.1,50.0,25.0,50.0,2.0,1.0,11/16/2022 2:48:00 PM,CN
73,4815,27.0,296.0,65.0,70.0,2.0,1.0,11/16/2022 2:33:00 PM,CN
74,4978,32.0,4500.0,65.0,80.0,2.0,2.0,11/12/2022 5:00:00 PM,CN
75,31325,4.0,50.0,40.0,80.0,2.0,1.0,11/4/2022 8:53:00 AM,CP
76,17080,27.86,960.0,60.0,100.0,2.0,2.0,11/8/2022 6:11:00 AM,CN
77,38216,,,,,,,11/6/2022 2:13:00 AM,CN
78,32762,3.0,50.0,35.0,50.0,2.0,1.0,11/2/2022 5:50:00 PM,CN
79,17064,27.86,25.0,60.0,80.0,2.0,2.0,11/3/2022 9:14:00 AM,CN
81,29227,30.0,2000.0,25.0,50.0,2.0,2.0,10/30/2022 1:30:00 AM,CP
82,13869,2.0,1800.0,10.0,80.0,2.0,1.0,10/27/2022 10:00:00 AM,CN
83,246,17.5,3345.0,60.0,60.0,2.0,1.0,10/24/2022 7:07:00 PM,VIA
84,31382,10.0,252.0,35.0,15.0,2.0,1.0,10/21/2022 4:00:00 AM,CP
85,19036,10.0,20.0,60.0,80.0,2.0,1.0,10/18/2022 6:18:00 PM,CP
86,6729,16.0,1800.0,60.0,60.0,2.0,2.0,10/18/2022 6:52:00 AM,CN
87,30905,10.0,5000.0,60.0,80.0,2.0,1.0,10/16/2022 7:42:00 PM,CP
88,17594,39.86,1804.0,50.0,60.0,2.0,2.0,10/12/2022 6:53:00 PM,CN
90,24217,2.0,24015.0,10.0,50.0,4.0,2.0,10/7/2022 1:47:00 PM,CP
92,7514,9.0,904.0,50.0,50.0,2.0,1.0,10/2/2022 3:20:00 AM,CN
93,19839,17.0,25.0,50.0,80.0,1.0,1.0,9/29/2022 3:49:00 PM,CP
94,13118,34.7,10975.0,35.0,60.0,4.0,2.0,9/29/2022 6:35:00 PM,CN
95,20621,29.0,10.0,45.0,5.0,1.0,2.0,9/20/2022 3:13:00 PM,CP
98,17184,27.86,25.0,60.0,80.0,2.0,1.0,9/17/2022 11:20:00 AM,CN
99,8141,40.0,384.0,65.0,50.0,2.0,2.0,9/16/2022 10:30:00 PM,CN
100,46279,,,,,,,9/15/2022 9:40:00 PM,CN
101,27424,12.0,100.0,45.0,50.0,2.0,1.0,9/14/2022 11:55:00 AM,CP
102,20629,17.0,28020.0,40.0,50.0,4.0,2.0,9/13/2022 9:34:00 AM,CP
103,30900,10.0,50.0,60.0,80.0,2.0,1.0,9/12/2022 3:57:00 PM,CP
104,2781,12.0,150.0,40.0,60.0,1.0,1.0,9/10/2022 7:10:00 PM,CN
105,32894,1.0,1126.0,25.0,100.0,2.0,1.0,9/7/2022 10:37:00 AM,CN
107,21277,7.0,1340.0,40.0,50.0,2.0,1.0,8/29/2022 2:07:00 PM,CP
108,30918,9.0,1250.0,35.0,50.0,2.0,1.0,8/27/2022 3:42:00 PM,CP
109,37823,,,,,,,8/26/2022 10:15:00 PM,CP
111,15977,1.0,25.0,25.0,80.0,2.0,1.0,8/25/2022 7:45:00 PM,CN
112,3495,25.86,110.0,35.0,15.0,2.0,2.0,8/25/2022 2:10:00 AM,CN
113,1331,5.0,3630.0,15.0,60.0,4.0,2.0,8/24/2022 10:55:00 AM,CN
114,46190,,,,,,,8/21/2022 2:55:00 AM,CN
115,31426,6.0,3008.0,15.0,90.0,2.0,1.0,8/20/2022 10:15:00 PM,CN
116,23337,11.0,300.0,45.0,70.0,2.0,2.0,8/18/2022 10:12:00 AM,CP
117,18240,3.0,140.0,45.0,80.0,2.0,1.0,8/15/2022 4:12:00 PM,CP
118,14874,16.0,20.0,60.0,90.0,2.0,1.0,8/11/2022 6:44:00 PM,CN
119,610628,5.0,25.0,25.0,50.0,2.0,1.0,8/4/2022 5:10:00 PM,CN
120,9128,4.0,1600.0,15.0,50.0,2.0,1.0,8/3/2022 1:35:00 PM,CN
121,21203,8.0,100.0,45.0,80.0,2.0,1.0,7/28/2022 11:54:00 AM,CP
122,300963,,,,,,,7/29/2022 8:50:00 PM,CP
123,10287,12.86,1250.0,60.0,50.0,2.0,1.0,7/26/2022 5:00:00 AM,CN
124,15830,5.0,150.0,30.0,50.0,2.0,1.0,7/23/2022 7:50:00 AM,CN
125,37703,,,,,,,7/21/2022 1:00:00 PM,CN
126,32795,3.0,3350.0,35.0,100.0,2.0,1.0,7/12/2022 8:10:00 AM,CN
127,21160,15.0,9425.0,10.0,50.0,4.0,3.0,7/5/2022 9:20:00 PM,CP
128,24542,2.0,50.0,25.0,80.0,2.0,1.0,6/24/2022 7:33:00 AM,CP
129,32903,1.0,77.0,25.0,80.0,2.0,1.0,6/24/2022 1:50:00 AM,CN
131,21203,8.0,100.0,45.0,80.0,2.0,1.0,6/11/2022 8:18:00 PM,CP
132,13369,27.86,960.0,60.0,100.0,2.0,2.0,6/11/2022 12:31:00 AM,CN
133,2316,4.0,1.0,40.0,80.0,1.0,1.0,6/4/2022 3:00:00 PM,CN
134,30849,10.0,18000.0,25.0,50.0,4.0,1.0,6/4/2022 10:31:00 PM,CP
135,37891,,,,,,,5/29/2022 12:35:00 AM,CN
136,34672,11.86,2002.0,40.0,60.0,2.0,1.0,5/25/2022 3:10:00 AM,CN
137,15472,3.0,13210.0,25.0,50.0,4.0,1.0,5/25/2022 3:21:00 PM,CN
138,11169,4.0,18.0,,80.0,1.0,1.0,5/26/2022 7:40:00 AM,CN
139,12613,3.7,20.0,40.0,80.0,2.0,1.0,5/26/2022 11:55:00 AM,CN
140,5030,52.0,3000.0,60.0,70.0,2.0,2.0,5/23/2022 11:55:00 AM,CN
142,7067,46.0,1000.0,55.0,70.0,2.0,2.0,5/16/2022 2:02:00 PM,CN
143,30918,9.0,1250.0,35.0,50.0,2.0,1.0,5/10/2022 3:29:00 PM,CP
144,17650,5.0,26100.0,30.0,50.0,2.0,1.0,5/12/2022 10:40:00 PM,CN
145,25138,21.0,100.0,55.0,80.0,2.0,2.0,5/12/2022 7:18:00 AM,CP
146,8775,2.0,315.0,25.0,50.0,2.0,1.0,4/29/2022 5:33:00 PM,CN
147,12583,3.7,80.0,40.0,80.0,2.0,1.0,4/23/2022 3:47:00 PM,CN
148,30747,2.0,4700.0,10.0,50.0,2.0,1.0,4/21/2022 11:30:00 PM,CP
149,600435,29.0,10.0,50.0,80.0,1.0,2.0,4/21/2022 5:44:00 PM,CP
150,600435,29.0,10.0,50.0,80.0,1.0,2.0,4/21/2022 5:44:00 PM,CP
151,15472,3.0,13210.0,25.0,50.0,4.0,1.0,4/19/2022 12:40:00 PM,CN
152,20617,29.0,6800.0,50.0,50.0,2.0,2.0,4/17/2022 4:54:00 AM,CP
153,23159,22.0,380.0,60.0,40.0,2.0,1.0,4/9/2022 2:01:00 AM,CP
154,30749,2.0,5000.0,5.0,50.0,2.0,2.0,4/7/2022 2:42:00 PM,CP
155,7499,9.0,3000.0,50.0,90.0,2.0,1.0,4/1/2022 8:29:00 PM,CN
156,42610,10.0,10.0,,25.0,1.0,1.0,4/1/2022 10:37:00 AM,CN
157,28959,6.0,50.0,40.0,80.0,2.0,2.0,3/31/2022 11:59:00 AM,CP
158,34468,1.0,450.0,25.0,80.0,2.0,2.0,3/26/2022 8:15:00 AM,CN
159,32155,18.0,12004.0,30.0,50.0,4.0,2.0,3/26/2022 9:00:00 AM,CN
161,3218,10.0,20000.0,60.0,50.0,2.0,2.0,3/23/2022 9:50:00 AM,CN
162,17590,39.86,3612.0,50.0,50.0,2.0,2.0,3/21/2022 7:50:00 PM,CN
163,34916,2.0,6673.0,25.0,50.0,4.0,1.0,3/18/2022 5:25:00 PM,CN
164,17855,1.5,6500.0,10.0,50.0,4.0,1.0,3/17/2022 11:30:00 PM,CN
165,10727,8.0,100.0,60.0,50.0,2.0,1.0,3/13/2022 1:50:00 PM,CN
166,24369,12.0,8568.0,20.0,50.0,4.0,2.0,3/10/2022 10:01:00 AM,CP
167,46227,,,,,,,3/12/2022 1:22:00 AM,CN
168,8814,1.1,20.0,25.0,30.0,2.0,1.0,3/11/2022 8:35:00 AM,CN
170,19577,10.0,30.0,60.0,80.0,1.0,1.0,3/8/2022 7:34:00 PM,CP
171,26979,10.0,50.0,50.0,80.0,2.0,1.0,3/7/2022 12:15:00 PM,CP
173,14594,4.0,19730.0,40.0,50.0,6.0,1.0,3/8/2022 7:42:00 AM,CN
174,13369,27.86,960.0,60.0,100.0,2.0,2.0,3/6/2022 4:20:00 PM,CN
175,14890,16.0,1310.0,60.0,90.0,2.0,1.0,3/4/2022 8:24:00 AM,CN
176,5406,27.86,212.0,35.0,50.0,2.0,1.0,2/27/2022 10:52:00 PM,CN
177,5050,52.0,15000.0,50.0,50.0,4.0,4.0,2/25/2022 5:45:00 PM,CN
180,610394,5.0,10.0,25.0,0.0,1.0,1.0,2/22/2022 5:30:00 PM,CN
181,24396,12.0,7004.0,35.0,50.0,4.0,2.0,2/21/2022 9:28:00 AM,CP
182,31030,0.6,300.0,25.0,50.0,2.0,3.0,2/21/2022 4:35:00 PM,CP
183,33056,3.0,10.0,25.0,80.0,2.0,1.0,2/16/2022 6:35:00 PM,CN
184,22165,13.0,1100.0,60.0,80.0,2.0,1.0,2/17/2022 3:30:00 AM,CP
185,11269,4.0,15.0,,80.0,1.0,1.0,2/11/2022 12:40:00 PM,CN
186,12608,3.7,75.0,40.0,80.0,2.0,1.0,2/7/2022 1:40:00 PM,CN
187,27447,12.0,10.0,45.0,80.0,2.0,1.0,2/5/2022 11:25:00 PM,CP
188,46142,20.86,10.0,55.0,25.0,2.0,1.0,2/4/2022 12:31:00 PM,CN
189,17697,0.27,50.0,40.0,80.0,2.0,1.0,2/2/2022 6:55:00 PM,CN
190,62,4.0,25.0,40.0,80.0,2.0,1.0,1/28/2022 11:13:00 AM,CN
191,49267,3.0,2.0,30.0,15.0,1.0,1.0,1/27/2022 8:20:00 PM,CN
192,13331,27.86,30.0,60.0,80.0,2.0,1.0,1/19/2022 6:00:00 PM,CN
194,20588,28.0,50.0,25.0,15.0,1.0,1.0,1/18/2022 7:15:00 PM,CP
195,8956,2.0,25.0,10.0,80.0,2.0,1.0,1/18/2022 4:13:00 AM,CN
196,7907,54.0,1370.0,65.0,30.0,2.0,2.0,1/19/2022 12:45:00 PM,CN
197,24957,11.0,6812.0,50.0,50.0,2.0,1.0,1/17/2022 6:15:00 AM,CP
198,20270,,,,,,,1/15/2022 4:19:00 PM,CP
199,31287,4.0,50.0,30.0,80.0,2.0,1.0,12/17/2021 8:20:00 AM,CP
200,27492,15.0,500.0,45.0,50.0,2.0,1.0,1/10/2022 10:16:00 AM,CP
202,21291,8.0,1002.0,35.0,50.0,2.0,1.0,1/7/2022 4:48:00 PM,CP
203,32967,4.0,1200.0,25.0,50.0,5.0,1.0,11/25/2021 12:25:00 PM,CN
204,610255,5.0,25.0,25.0,50.0,1.0,1.0,1/6/2022 4:20:00 PM,CN
205,13528,4.0,25.0,25.0,80.0,2.0,1.0,1/5/2022 3:44:00 PM,CN
206,18238,3.0,50.0,45.0,80.0,2.0,1.0,1/3/2022 7:39:00 AM,CP
207,35073,4.0,540.0,30.0,40.0,2.0,1.0,12/30/2021 12:55:00 PM,CP
208,600560,,,,,,,12/29/2021 10:15:00 AM,CP
209,601116,39.86,1.0,45.0,15.0,1.0,2.0,12/29/2021 10:32:00 AM,CN
210,21142,15.0,402.0,35.0,50.0,2.0,2.0,12/21/2021 4:09:00 AM,CP
211,18295,3.0,27.0,45.0,80.0,2.0,1.0,12/18/2021 10:20:00 PM,CP
212,23417,18.0,12802.0,35.0,60.0,2.0,2.0,12/16/2021 6:25:00 PM,CP
213,15204,28.0,1700.0,60.0,80.0,2.0,2.0,12/16/2021 9:30:00 PM,CN
214,46458,55.0,9400.0,30.0,50.0,5.0,2.0,12/13/2021 5:50:00 PM,CN
216,24124,4.0,500.0,25.0,80.0,2.0,3.0,12/8/2021 9:50:00 AM,CP
217,7998,40.0,8300.0,60.0,50.0,2.0,3.0,12/5/2021 1:20:00 AM,CN
218,23075,11.0,2400.0,35.0,50.0,2.0,4.0,12/3/2021 11:43:00 AM,CP
219,11232,4.0,50.0,,80.0,2.0,1.0,12/2/2021 12:35:00 AM,CN
222,5018,52.0,15112.0,60.0,50.0,2.0,2.0,11/21/2021 11:00:00 AM,CN
223,28227,8.0,2000.0,25.0,50.0,2.0,1.0,11/19/2021 3:51:00 AM,CP
224,13950,55.0,3000.0,30.0,50.0,2.0,2.0,11/19/2021 12:32:00 AM,CN
225,32933,4.0,10.0,25.0,30.0,1.0,1.0,11/14/2021 3:44:00 AM,CN
226,23952,2.0,511.0,35.0,80.0,2.0,1.0,11/9/2021 6:23:00 PM,CP
227,14847,16.0,20.0,60.0,90.0,2.0,1.0,10/31/2021 4:56:00 AM,CN
229,18245,3.0,27.0,45.0,80.0,2.0,1.0,10/25/2021 10:36:00 AM,CP
230,46346,,,,,,,10/22/2021 9:49:00 AM,CSX
231,9575,4.0,25.0,25.0,80.0,2.0,1.0,10/7/2021 10:38:00 AM,CSX
232,30920,9.0,10000.0,35.0,50.0,2.0,1.0,10/17/2021 6:38:00 PM,CP
233,8248,40.0,250.0,65.0,80.0,2.0,2.0,10/15/2021 5:55:00 PM,CN
234,20274,10.0,250.0,60.0,90.0,2.0,1.0,10/15/2021 7:07:00 AM,CP
235,24989,12.0,960.0,55.0,50.0,2.0,1.0,10/14/2021 11:02:00 PM,CP
236,48398,,,,,,,10/5/2021 2:15:00 PM,CN
237,36096,1.0,7360.0,40.0,70.0,2.0,1.0,10/4/2021 6:35:00 AM,CN
238,9102,4.0,1500.0,15.0,50.0,2.0,1.0,10/1/2021 2:36:00 PM,CN
240,13361,27.86,25.0,60.0,80.0,2.0,1.0,9/30/2021 11:50:00 AM,CN
241,19436,5.0,25.0,40.0,80.0,2.0,1.0,9/27/2021 6:53:00 AM,CP
242,25052,10.0,1540.0,50.0,80.0,2.0,1.0,9/26/2021 2:01:00 PM,CP
243,15813,5.0,10.0,40.0,80.0,2.0,1.0,9/26/2021 10:09:00 AM,CN
244,8138,40.0,1363.0,65.0,60.0,2.0,2.0,9/24/2021 3:41:00 PM,CN
245,610009,5.0,25.0,30.0,0.0,2.0,1.0,5/25/2021 8:00:00 PM,CN
246,13128,31.7,170.0,60.0,90.0,2.0,2.0,9/18/2021 5:10:00 AM,CN
247,19532,10.0,260.0,60.0,90.0,2.0,2.0,9/3/2021 1:30:00 PM,CP
248,31287,4.0,50.0,30.0,80.0,2.0,1.0,8/26/2021 10:53:00 AM,CP
249,28781,,,,,,,8/19/2021 3:15:00 PM,CP
250,26969,10.0,50.0,50.0,80.0,2.0,1.0,8/12/2021 7:57:00 PM,CP
251,16988,24.86,25.0,60.0,80.0,2.0,1.0,8/11/2021 7:10:00 PM,CN
252,610093,2.0,25.0,20.0,80.0,2.0,1.0,8/11/2021 7:20:00 AM,CN
253,33815,4.0,56.0,30.0,30.0,2.0,2.0,8/10/2021 6:49:00 PM,CP
255,36334,18.0,5004.0,45.0,50.0,4.0,1.0,8/3/2021 12:36:00 AM,CP
256,2265,4.0,754.0,40.0,80.0,2.0,1.0,8/2/2021 6:52:00 PM,CN
258,16653,5.0,360.0,40.0,80.0,2.0,1.0,7/24/2021 12:25:00 PM,CN
259,13210,27.86,5.0,60.0,50.0,2.0,2.0,7/23/2021 4:23:00 PM,CN
260,19455,5.0,624.0,40.0,30.0,2.0,1.0,7/23/2021 12:29:00 PM,CP
261,31279,4.0,40.0,30.0,80.0,2.0,1.0,7/22/2021 12:26:00 PM,CP
262,25612,5.0,1620.0,25.0,50.0,2.0,1.0,7/21/2021 7:37:00 AM,CP
263,8775,2.0,315.0,25.0,50.0,2.0,1.0,7/20/2021 6:15:00 PM,CN
264,26929,10.0,50.0,50.0,40.0,2.0,1.0,7/12/2021 5:10:00 PM,CP
265,24376,12.0,204.0,55.0,50.0,2.0,1.0,7/12/2021 3:38:00 PM,CP
266,24400,8.0,364.0,55.0,80.0,2.0,1.0,7/11/2021 3:53:00 PM,CP
267,6492,8.0,7212.0,55.0,50.0,2.0,1.0,7/6/2021 7:45:00 PM,CN
268,6740,16.0,13200.0,30.0,50.0,2.0,2.0,6/30/2021 11:45:00 PM,CN
269,36376,14.0,100.0,55.0,80.0,2.0,1.0,6/30/2021 8:15:00 PM,CN
270,14515,12.0,380.0,60.0,80.0,2.0,1.0,6/30/2021 12:17:00 PM,VIA
271,23369,11.0,500.0,40.0,80.0,2.0,1.0,6/26/2021 1:55:00 AM,CP
272,17825,1.5,1080.0,25.0,100.0,2.0,1.0,3/26/2021 3:10:00 PM,CN
273,36664,27.86,1790.0,60.0,80.0,2.0,1.0,6/25/2021 8:15:00 AM,CN
275,46922,20.86,10.0,55.0,25.0,2.0,1.0,6/16/2021 3:50:00 PM,CN
277,18231,3.0,25.0,45.0,80.0,2.0,1.0,6/14/2021 10:43:00 AM,CP
278,46099,,,,,,,6/13/2021 4:35:00 PM,CP
279,31295,4.0,50.0,30.0,80.0,2.0,1.0,6/11/2021 10:22:00 AM,CP
280,35887,15.0,752.0,30.0,50.0,2.0,1.0,6/5/2021 8:02:00 PM,CP
281,19510,10.0,25.0,60.0,90.0,2.0,1.0,6/2/2021 10:35:00 AM,CP
282,32103,14.0,4000.0,10.0,50.0,2.0,3.0,5/29/2021 8:45:00 AM,CN
283,23386,18.0,45.0,60.0,50.0,2.0,1.0,5/24/2021 4:40:00 PM,CP
284,47154,29.0,1.0,30.0,50.0,5.0,2.0,5/19/2021 9:26:00 PM,CP
286,22218,11.0,2500.0,60.0,70.0,2.0,1.0,5/16/2021 6:56:00 PM,CP
287,850,21.86,7508.0,40.0,90.0,2.0,1.0,5/16/2021 10:56:00 AM,CN
289,600591,,,,,,,5/4/2021 6:40:00 AM,CP
290,34404,4.0,1000.0,25.0,70.0,2.0,1.0,5/1/2021 1:20:00 AM,CP
291,32773,3.0,50.0,30.0,80.0,2.0,1.0,5/2/2021 8:20:00 AM,CN
292,19788,17.0,59.0,50.0,80.0,2.0,1.0,4/29/2021 1:14:00 PM,CP
294,610015,5.0,25.0,40.0,50.0,2.0,1.0,4/25/2021 6:35:00 AM,CN
295,21132,8.0,1002.0,40.0,40.0,2.0,1.0,4/23/2021 7:17:00 AM,CP
296,300683,,,,,,,4/16/2021 12:15:00 PM,CN
299,3977,0.33,15.0,25.0,80.0,2.0,1.0,4/6/2021 11:25:00 AM,CN
300,22948,2.0,50.0,25.0,80.0,2.0,1.0,4/2/2021 2:42:00 PM,CP
301,610009,5.0,25.0,30.0,0.0,2.0,1.0,3/29/2021 9:40:00 PM,CN
302,29027,6.0,75.0,40.0,80.0,2.0,1.0,3/24/2021 8:05:00 PM,CP
303,32144,,,,,,,3/21/2021 5:50:00 PM,CN
304,601375,14.0,25.0,45.0,50.0,2.0,2.0,3/18/2021 11:19:00 AM,CP
305,33803,20.0,6.0,60.0,50.0,2.0,1.0,3/17/2021 2:00:00 PM,CP
306,5435,27.86,1161.0,60.0,50.0,2.0,1.0,3/17/2021 9:43:00 AM,CN
307,20291,22.0,100.0,60.0,90.0,2.0,1.0,3/12/2021 1:09:00 PM,CP
308,17169,27.86,25.0,60.0,80.0,1.0,1.0,3/13/2021 9:08:00 PM,CN
309,101265,4.0,3000.0,,50.0,2.0,1.0,3/11/2021 9:15:00 PM,CN
310,34447,1.0,1004.0,25.0,40.0,2.0,1.0,3/11/2021 7:21:00 AM,CN
311,13323,27.86,1170.0,60.0,100.0,2.0,1.0,3/4/2021 9:15:00 AM,CN
312,34042,9.0,3480.0,50.0,50.0,5.0,2.0,3/3/2021 10:00:00 PM,CN
313,1350,5.0,25.0,30.0,80.0,2.0,1.0,3/2/2021 8:08:00 AM,CN
314,46279,,,,,,,2/27/2021 1:00:00 PM,CN
315,33631,2.0,10.0,10.0,15.0,2.0,1.0,2/26/2021 8:42:00 PM,CP
316,200714,,,,,,,2/19/2021 6:30:00 PM,CN
317,36659,28.86,9908.0,60.0,50.0,4.0,2.0,2/19/2021 1:41:00 PM,CN
318,14447,4.0,35000.0,10.0,50.0,5.0,2.0,2/18/2021 5:33:00 PM,SLR
319,19845,17.0,75.0,50.0,80.0,2.0,1.0,2/16/2021 3:48:00 PM,CP
322,7956,42.0,2500.0,60.0,80.0,2.0,2.0,2/11/2021 2:50:00 PM,CN
323,28227,8.0,2000.0,25.0,50.0,2.0,1.0,2/8/2021 10:10:00 AM,CMQ
324,15223,6.0,2000.0,10.0,50.0,2.0,1.0,2/4/2021 2:35:00 PM,CN
325,22954,2.0,50.0,25.0,20.0,2.0,1.0,2/2/2021 2:55:00 PM,CP
326,31266,4.0,125.0,30.0,80.0,2.0,1.0,1/29/2021 1:54:00 PM,CP
327,32985,4.0,14.0,25.0,80.0,2.0,1.0,1/28/2021 1:30:00 PM,CN
328,7058,46.0,980.0,50.0,50.0,2.0,2.0,1/27/2021 5:15:00 PM,CN
329,20572,9.0,300.0,50.0,50.0,2.0,1.0,1/13/2021 1:10:00 PM,CP
330,13515,4.0,10.0,25.0,80.0,2.0,1.0,1/26/2021 5:00:00 PM,CN
331,2278,4.0,504.0,40.0,50.0,2.0,1.0,1/26/2021 12:40:00 PM,CN
332,16087,4.06,1050.0,25.0,50.0,2.0,2.0,1/25/2021 4:25:00 PM,CN
333,28973,6.0,250.0,40.0,50.0,2.0,1.0,1/25/2021 10:51:00 AM,CP
334,21520,6.0,1496.0,15.0,50.0,2.0,3.0,1/24/2021 11:17:00 PM,CP
336,30442,4.0,13000.0,15.0,50.0,4.0,1.0,1/20/2021 7:47:00 AM,CP
337,35577,1.0,40.0,10.0,30.0,2.0,1.0,1/19/2021 7:30:00 PM,CN
