,mean_possion_devianace,model
0,0.1383277451800337,Forest
1,0.4173694075219992,Forest
2,0.5193794604612836,Forest
3,0.4993388081207571,Forest
4,0.5579677933373339,Forest
5,0.45928238193303433,Forest
6,0.5044829249467225,Forest
7,0.3214914925448754,Forest
8,0.2608395384670388,Forest
9,0.48697000690092385,Forest
10,0.39769711662756235,Forest
11,0.515322893066721,Forest
12,0.34379939154079875,Forest
13,0.9263982212295959,Forest
14,0.9289420295801312,Forest
15,1.1348420462998308,Forest
16,0.781119394271734,Forest
17,0.4701877995191627,Forest
18,0.5996277210014079,Forest
19,0.9264978312412757,Forest
20,0.9995207752651933,Forest
21,0.8120120722390602,Forest
22,1.129530294212273,Forest
23,1.2607116890439778,Forest
24,0.9263840271813578,Forest
25,0.7337473399994222,Forest
26,0.9721705429055183,Forest
27,0.7450288035072917,Forest
28,1.0255390416301968,Forest
29,0.817581756157176,Forest
30,0.9103465849757486,Forest
31,1.1964691475705478,Forest
32,0.744129797248901,Forest
33,0.44571793148503547,Forest
34,0.6849289678375164,Forest
35,0.7060227996779727,Forest
36,0.7067419453794197,Forest
37,0.9420382782889439,Forest
38,0.7050178688598678,Forest
39,0.8768306856217337,Forest
40,0.961496661481794,Forest
41,0.998255528142181,Forest
42,0.8583650178095863,Forest
43,0.9481148470243136,Forest
44,0.7407361987020705,Forest
45,1.1371081574507018,Forest
46,0.8340389616720225,Forest
47,0.647670348779672,Forest
48,0.8550786965730871,Forest
49,0.9248020510342755,Forest
50,1.117823721540356,Forest
51,1.418293812356158,Forest
52,0.7000931655881747,Forest
53,0.7971136513793313,Forest
54,0.43162488255574877,Forest
55,0.32858475676872356,Forest
56,0.6524726616459459,Forest
57,1.1169239832226987,Forest
58,0.9421612359508359,Forest
59,0.47336689172233826,Forest
60,1.0060183640067033,Forest
61,1.0921386707963572,Forest
62,0.910274492096879,Forest
63,1.2312716573937927,Forest
64,0.8367859730086493,Forest
65,0.6677472727901113,Forest
66,1.01154703072582,Forest
67,0.8369652171250166,Forest
68,0.6164999650022135,Forest
69,0.5253814097667517,Forest
70,0.6385193173375256,Forest
71,0.74149673544534,Forest
72,0.676064921522895,Forest
73,0.41828025472882796,Forest
74,0.39209212469884835,Forest
75,0.9468880216080257,Forest
76,0.5829647748655585,Forest
77,0.43299538775276253,Forest
78,0.4807991745144199,Forest
79,0.6310461023516692,Forest
80,0.3813531823092141,Forest
81,0.8609715994815729,Forest
82,1.0763581013712027,Forest
83,1.0676317544256433,Forest
84,0.6033615710916855,Forest
85,0.5065687392413893,Forest
86,0.6929069739425805,Forest
87,0.9734193847035445,Forest
88,1.4680521538717648,Forest
89,0.8239814927553774,Forest
90,0.8569706464343858,Forest
91,0.6545669415960446,Forest
92,0.7751927709820979,Forest
93,0.7178753158089521,Forest
94,0.36444868431087263,Forest
95,0.6875101672206072,Forest
96,0.629420195486886,Forest
97,0.5747558502644132,Forest
98,0.8443821612174222,Forest
99,0.8781851123087463,Forest
